Base index shifted,400_3#TOP,400_3#BOT
-50,0.0003247355724624235,0
-49,0.0004871033586936352,6.16928518548984e-05
-48,0.0004871033586936352,2.0564283951632804e-05
-47,0.0003479309704954537,0.00016451427161306244
-46,0.00037112636852848393,4.112856790326561e-05
-45,0.0006262757468918167,4.112856790326561e-05
-44,0.0004407125626275747,0.0001233857037097968
-43,0.00041751716459454444,0.00010282141975816402
-42,0.000278344776396363,4.112856790326561e-05
-41,0.0005334941547596956,0.00014394998766142962
-40,0.0008350343291890889,4.112856790326561e-05
-39,0.0004407125626275747,0.00010282141975816402
-38,0.0009510113193542401,0.00020564283951632803
-37,0.000556689552792726,6.16928518548984e-05
-36,0.0005334941547596956,0.00022620712346796084
-35,0.0009046205232881796,0.00014394998766142962
-34,0.00041751716459454444,0.0001233857037097968
-33,0.0008582297272221192,0.00018507855556469525
-32,0.0006030803488587865,0.00018507855556469525
-31,0.0013685284839487846,0.0001233857037097968
-30,0.0010669883095193913,0.00018507855556469525
-29,0.0004407125626275747,0.00014394998766142962
-28,0.0003479309704954537,6.16928518548984e-05
-27,0.0016236778623121173,8.225713580653122e-05
-26,0.0008814251252551494,0.00016451427161306244
-25,0.0011829652996845426,0.00016451427161306244
-24,0.0005102987567266654,4.112856790326561e-05
-23,0.0003479309704954537,0.00016451427161306244
-22,0.0019484134347745408,0.0004935428148391873
-21,0.0014381146780478753,8.225713580653122e-05
-20,0.003850436073483021,0.00018507855556469525
-19,0.004917424383002412,4.112856790326561e-05
-18,0.006100389682686955,0.00026733569137122644
-17,0.011528112822416033,0.00018507855556469525
-16,0.00746891816663574,0.00016451427161306244
-15,0.012850250510298757,0.0002467714074195936
-14,0.008025607719428465,0.00010282141975816402
-13,0.011667285210614215,0.0003495928271777577
-12,0.019275375765448136,0.00028789997532285925
-11,0.029040638337353868,0.00020564283951632803
-10,0.02920300612358508,0.00018507855556469525
-9,0.04929022082018927,0.0003701571111293905
-8,0.03583688996103173,0.00028789997532285925
-7,0.017930042679532382,0.0001233857037097968
-6,0.038829096307292636,0.0002467714074195936
-5,0.035419372796437185,0.00028789997532285925
-4,0.048084060122471704,0.0011104713333881715
-3,0.038736314715160515,0.00026733569137122644
-2,0.045694934125069586,0.003948342518713498
-1,0.06898311375023196,0.9824792300732088
0,0.04388569307849323,0.0004318499629842889
1,0.07181295231026165,0.0004524142469359217
2,0.059820931527185005,0.00020564283951632803
3,0.034421970681016885,0.0002467714074195936
4,0.05481072555205047,0.00018507855556469525
5,0.02263870848023752,0.00018507855556469525
6,0.04924383002412321,0.0003701571111293905
7,0.03811003896826869,0.00014394998766142962
8,0.016375951011319355,0.0001233857037097968
9,0.007724067544999072,0.00010282141975816402
10,0.008582297272221191,4.112856790326561e-05
11,0.011110595657821487,0.00014394998766142962
12,0.006773056225644832,6.16928518548984e-05
13,0.004940619781035442,0.00014394998766142962
14,0.0020875858229727224,4.112856790326561e-05
15,0.0029922063462609018,0.0001233857037097968
16,0.002249953609203934,0.0001233857037097968
17,0.001994804230840601,0.0001233857037097968
18,0.0008118389311560587,4.112856790326561e-05
19,0.0009278159213212099,4.112856790326561e-05
20,0.00187882724067545,8.225713580653122e-05
21,0.0006726665429578772,6.16928518548984e-05
22,0.001206160697717573,8.225713580653122e-05
23,0.0009742067173872704,0.0
24,0.0007422527370569679,0.00010282141975816402
25,0.00046390796066060494,8.225713580653122e-05
26,0.0003943217665615142,4.112856790326561e-05
27,0.0005334941547596956,0.0
28,0.000556689552792726,2.0564283951632804e-05
29,0.00030154017442939323,0.00010282141975816402
30,0.00030154017442939323,6.16928518548984e-05
31,0.0005334941547596956,2.0564283951632804e-05
32,0.0005334941547596956,0.0001233857037097968
33,0.0007886435331230284,0.00010282141975816402
34,0.0003479309704954537,4.112856790326561e-05
35,0.0010205975134533309,6.16928518548984e-05
36,0.0005102987567266654,2.0564283951632804e-05
37,0.0004407125626275747,2.0564283951632804e-05
38,0.00037112636852848393,2.0564283951632804e-05
39,0.00020875858229727222,0.0
40,0.00030154017442939323,8.225713580653122e-05
41,0.00018556318426424197,4.112856790326561e-05
42,4.639079606606049e-05,0.0
43,0.0001391723881981815,8.225713580653122e-05
44,0.0001391723881981815,0.0
45,0.0,8.225713580653122e-05
46,0.00018556318426424197,2.0564283951632804e-05
47,0.00030154017442939323,0.0
48,0.00011597699016515124,6.16928518548984e-05
49,0.00018556318426424197,8.225713580653122e-05
50,0,0.00010282141975816402
