Base index shifted,400_2#TOP,400_2#BOT
-50.0,14,2
-49.0,9,4
-48.0,15,1
-47.0,14,1
-46.0,5,1
-45.0,7,2
-44.0,22,0
-43.0,7,2
-42.0,1,0
-41.0,9,2
-40.0,23,0
-39.0,17,0
-38.0,7,2
-37.0,17,0
-36.0,14,0
-35.0,10,4
-34.0,15,3
-33.0,13,3
-32.0,22,2
-31.0,10,1
-30.0,23,1
-29.0,19,4
-28.0,6,1
-27.0,6,0
-26.0,32,0
-25.0,13,0
-24.0,13,0
-23.0,8,3
-22.0,16,4
-21.0,28,2
-20.0,43,2
-19.0,70,2
-18.0,102,3
-17.0,136,3
-16.0,310,0
-15.0,163,0
-14.0,341,2
-13.0,184,1
-12.0,240,6
-11.0,418,2
-10.0,660,3
-9.0,627,2
-8.0,1148,3
-7.0,784,11
-6.0,409,1
-5.0,907,4
-4.0,915,9
-3.0,1220,5
-2.0,881,6
-1.0,1126,14
0.0,1737,31128
1.0,1068,93
2.0,1634,14
3.0,1391,28
4.0,807,8
5.0,1316,5
6.0,479,3
7.0,1079,7
8.0,841,15
9.0,364,17
10.0,145,4
11.0,198,10
12.0,248,10
13.0,141,7
14.0,133,12
15.0,50,6
16.0,75,7
17.0,78,7
18.0,63,1
19.0,23,7
20.0,27,2
21.0,50,5
22.0,18,6
23.0,49,1
24.0,31,4
25.0,25,8
26.0,24,4
27.0,7,9
28.0,10,5
29.0,15,6
30.0,10,6
31.0,10,1
32.0,19,2
33.0,25,2
34.0,20,10
35.0,24,8
36.0,36,1
37.0,18,10
38.0,18,2
39.0,15,3
40.0,7,2
41.0,12,4
42.0,19,3
43.0,6,1
44.0,7,3
45.0,14,1
46.0,5,2
47.0,4,1
48.0,8,3
49.0,7,3
50.0,6,3
