Base index shifted,ATMi2_2#TOP,ATMi2_2#BOT
-352.0,107702,0
-351.0,1177,0
-350.0,274,0
-349.0,138,0
-348.0,228,0
-347.0,59,0
-346.0,47,0
-345.0,20,0
-344.0,56,0
-343.0,28,0
-342.0,12,0
-341.0,22,0
-340.0,68,0
-339.0,20,0
-338.0,23,0
-337.0,30,0
-336.0,11,0
-335.0,11,0
-334.0,6,0
-333.0,28,0
-332.0,23,0
-331.0,14,0
-330.0,18,0
-329.0,16,0
-328.0,28,0
-327.0,13,0
-326.0,9,0
-325.0,8,0
-324.0,8,0
-323.0,69,0
-322.0,5,0
-321.0,19,0
-320.0,10,0
-319.0,4,0
-318.0,7,0
-317.0,5,0
-316.0,20,0
-315.0,10,0
-314.0,11,0
-313.0,7,0
-312.0,2,0
-311.0,10,0
-310.0,3,0
-309.0,3,0
-308.0,7,0
-307.0,3,0
-306.0,4,0
-305.0,1,0
-304.0,3,0
-303.0,9,0
-302.0,4,0
-301.0,6,0
-300.0,8,0
-299.0,14,0
-298.0,5,0
-297.0,3,0
-296.0,4,0
-295.0,26,0
-294.0,3,0
-293.0,3,0
-292.0,3,0
-291.0,4,0
-290.0,6,0
-289.0,27,0
-288.0,4,0
-287.0,7,0
-286.0,6,0
-285.0,6,0
-284.0,4,1
-283.0,5,0
-282.0,8,0
-281.0,2,0
-280.0,8,0
-279.0,4,0
-278.0,6,0
-277.0,10,0
-276.0,9,0
-275.0,3,0
-274.0,12,0
-273.0,8,0
-272.0,5,0
-271.0,6,0
-270.0,9,0
-269.0,9,1
-268.0,5,0
-267.0,15,0
-266.0,12,0
-265.0,6,0
-264.0,5,1
-263.0,39,1
-262.0,7,0
-261.0,11,0
-260.0,9,0
-259.0,11,0
-258.0,9,0
-257.0,10,0
-256.0,14,0
-255.0,12,1
-254.0,4,0
-253.0,4,0
-252.0,12,2
-251.0,10,0
-250.0,6,3
-249.0,4,1
-248.0,7,0
-247.0,13,2
-246.0,14,1
-245.0,18,0
-244.0,15,1
-243.0,13,0
-242.0,16,1
-241.0,12,1
-240.0,14,0
-239.0,9,1
-238.0,18,0
-237.0,21,1
-236.0,5,1
-235.0,17,1
-234.0,6,2
-233.0,15,1
-232.0,23,0
-231.0,6,0
-230.0,13,1
