Base index shifted,ATMi0_1#TOP,ATMi0_1#BOT
-352.0,49435,0
-351.0,483,0
-350.0,114,0
-349.0,53,0
-348.0,89,0
-347.0,35,0
-346.0,25,0
-345.0,21,0
-344.0,10,0
-343.0,9,0
-342.0,11,0
-341.0,8,0
-340.0,36,0
-339.0,4,0
-338.0,2,0
-337.0,5,0
-336.0,4,0
-335.0,1,0
-334.0,1,0
-333.0,11,0
-332.0,10,0
-331.0,2,0
-330.0,7,0
-329.0,0,0
-328.0,1,0
-327.0,1,0
-326.0,1,0
-325.0,3,0
-324.0,2,0
-323.0,18,0
-322.0,4,0
-321.0,4,0
-320.0,9,0
-319.0,1,0
-318.0,1,0
-317.0,1,0
-316.0,15,0
-315.0,4,0
-314.0,8,0
-313.0,5,0
-312.0,1,0
-311.0,3,0
-310.0,1,0
-309.0,1,0
-308.0,3,0
-307.0,5,0
-306.0,4,0
-305.0,4,0
-304.0,4,0
-303.0,3,0
-302.0,3,0
-301.0,8,0
-300.0,6,0
-299.0,7,0
-298.0,2,0
-297.0,1,0
-296.0,1,0
-295.0,16,0
-294.0,4,0
-293.0,3,0
-292.0,5,0
-291.0,4,0
-290.0,1,0
-289.0,21,0
-288.0,3,0
-287.0,1,0
-286.0,0,0
-285.0,4,0
-284.0,3,0
-283.0,5,0
-282.0,8,0
-281.0,1,0
-280.0,3,1
-279.0,2,0
-278.0,3,1
-277.0,6,0
-276.0,6,0
-275.0,4,1
-274.0,8,0
-273.0,1,1
-272.0,1,0
-271.0,7,0
-270.0,2,0
-269.0,3,0
-268.0,2,0
-267.0,8,0
-266.0,3,0
-265.0,0,1
-264.0,5,0
-263.0,22,0
-262.0,7,2
-261.0,6,0
-260.0,5,0
-259.0,9,1
-258.0,10,1
-257.0,3,0
-256.0,4,2
-255.0,3,1
-254.0,4,1
-253.0,4,1
-252.0,19,3
-251.0,4,5
-250.0,1,2
-249.0,2,0
-248.0,3,3
-247.0,5,2
-246.0,9,4
-245.0,4,1
-244.0,6,1
-243.0,6,0
-242.0,8,0
-241.0,13,0
-240.0,5,0
-239.0,2,5
-238.0,6,0
-237.0,11,1
-236.0,4,0
-235.0,6,3
-234.0,4,1
-233.0,5,8
-232.0,10,0
-231.0,2,0
-230.0,1,1
-229.0,2,2
-228.0,6,5
-227.0,6,0
-226.0,3,4
-225.0,7,8
-224.0,5,2
-223.0,10,2
-222.0,5,0
-221.0,3,1
-220.0,9,3
-219.0,5,2
