Base index shifted,AT_2#TOP,AT_2#BOT
-50,1.5114644579132721e-05,0
-49,7.557322289566361e-05,0.0006344602555968459
-48,0.00022671966868699082,0.00011653351633411453
-47,0.0001360318012121945,0.0001424298532972511
-46,0.00015114644579132723,0.00012948168481568281
-45,0.0001360318012121945,0.0002071706957050925
-44,0.00022671966868699082,0.0002978078750760705
-43,6.0458578316530883e-05,0.00023306703266822907
-42,0.00018137573494959267,0.0002071706957050925
-41,0.00039298075905745076,0.00025896336963136563
-40,0.0003476368253200526,0.00023306703266822907
-39,0.00010580251205392906,0.00031075604355763876
-38,0.0004685539819531144,0.00038844505444704844
-37,0.00045343933737398165,0.00027191153811293394
-36,0.00022671966868699082,0.00025896336963136563
-35,0.0006348150723235743,0.0005438230762258679
-34,0.0006045857831653089,0.0002978078750760705
-33,0.000816190807273167,0.0006992010980046873
-32,0.0008464200964314325,0.0005179267392627313
-31,0.0010580251205392906,0.0005438230762258679
-30,0.001254515500068016,0.0003366523805207753
-29,0.0014963498133341395,0.000504978570781163
-28,0.0014358912350176086,0.0007250974349678238
-27,0.0014207765904384758,0.0005438230762258679
-26,0.0015265791024924049,0.0005826675816705727
-25,0.002010247729024652,0.0006603565925599824
-24,0.0025997188676108282,0.0008934236252282115
-23,0.0017532987711793957,0.000504978570781163
-22,0.0024485724218195008,0.00046613406533645813
-21,0.0031740753616178717,0.0002978078750760705
-20,0.003415909674883995,0.000414341391410185
-19,0.0035972854098335876,0.00040139322292861675
-18,0.004171641903840631,0.00082868278282037
-17,0.005637762428016505,0.000414341391410185
-16,0.007784041958253352,0.0003496005490023436
-15,0.010474448693338976,0.00047908223381802644
-14,0.013769441211589909,0.00040139322292861675
-13,0.0173213826876861,0.0003754968859654802
-12,0.020752407007149226,0.000414341391410185
-11,0.027387735977388493,0.0005179267392627313
-10,0.024561297441090674,0.0004531858968548899
-9,0.03171052432702045,0.0002978078750760705
-8,0.03784707002614834,0.00040139322292861675
-7,0.04176176297214371,0.000504978570781163
-6,0.04770181829174287,0.0007898382773756653
-5,0.04434636719517541,0.0003625487174839119
-4,0.04600897809888001,0.0007250974349678238
-3,0.054488293707773465,0.0009840608045991895
-2,0.05143513550278865,0.003975087723841463
-1,0.05630205105726939,0.9719154225634784
0,0.0478529647375342,0.0005438230762258679
1,0.06349662187693657,0.0002460152011497974
2,0.047883194026692465,0.00019422252722352422
3,0.04006892277928085,0.00018127435874195594
4,0.044301023261438005,0.00010358534785254625
5,0.031725638971599586,0.00011653351633411453
6,0.03526246580311664,0.0001424298532972511
7,0.023699762700080108,5.1792673926273126e-05
8,0.017789936669639215,0.00010358534785254625
9,0.014615861308021342,7.768901088940969e-05
10,0.011139493054820817,7.768901088940969e-05
11,0.008570003476368254,7.768901088940969e-05
12,0.007224800108825441,0.00015537802177881938
13,0.0035972854098335876,6.474084240784141e-05
14,0.002614833512189961,5.1792673926273126e-05
15,0.0022520820422907754,7.768901088940969e-05
16,0.002932241048351748,7.768901088940969e-05
17,0.0018893305723915901,1.2948168481568281e-05
18,0.0013300887229636795,1.2948168481568281e-05
19,0.0009673372530644941,6.474084240784141e-05
20,0.0007859615181149015,5.1792673926273126e-05
21,0.001027795831381025,5.1792673926273126e-05
22,0.0011638276325932197,9.063717937097797e-05
23,0.0009522226084853615,1.2948168481568281e-05
24,0.0006952736506401052,7.768901088940969e-05
25,0.0008464200964314325,1.2948168481568281e-05
26,0.00030229289158265445,1.2948168481568281e-05
27,0.0005894711385861761,2.5896336963136563e-05
28,0.0005290125602696453,2.5896336963136563e-05
29,0.0006045857831653089,5.1792673926273126e-05
30,0.000544127204848778,2.5896336963136563e-05
31,0.00036275146989918534,3.8844505444704844e-05
32,0.000377866114478318,2.5896336963136563e-05
33,0.0004987832711113798,1.2948168481568281e-05
34,0.000377866114478318,1.2948168481568281e-05
35,0.0006952736506401052,3.8844505444704844e-05
36,0.00030229289158265445,0.0
37,0.0006045857831653089,1.2948168481568281e-05
38,0.00033252218074091987,1.2948168481568281e-05
39,0.000272063602424389,1.2948168481568281e-05
40,0.00039298075905745076,2.5896336963136563e-05
41,0.00021160502410785812,0.0
42,0.00019649037952872538,2.5896336963136563e-05
43,9.068786747479634e-05,2.5896336963136563e-05
44,0.00015114644579132723,2.5896336963136563e-05
45,9.068786747479634e-05,0.0
46,0.0004383246927948489,1.2948168481568281e-05
47,0.00018137573494959267,0.0
48,7.557322289566361e-05,1.2948168481568281e-05
49,0.00033252218074091987,0.0
50,0,1.2948168481568281e-05
