Base index shifted,704_3#TOP,704_3#BOT
-352.0,17095,0
-351.0,194,0
-350.0,21,0
-349.0,15,0
-348.0,27,0
-347.0,5,0
-346.0,4,0
-345.0,2,0
-344.0,9,0
-343.0,0,0
-342.0,0,0
-341.0,1,0
-340.0,0,0
-339.0,0,0
-338.0,0,0
-337.0,1,0
-336.0,1,0
-335.0,1,0
-334.0,0,0
-333.0,0,0
-332.0,3,0
-331.0,3,0
-330.0,2,0
-329.0,0,0
-328.0,1,0
-327.0,0,0
-326.0,0,0
-325.0,1,0
-324.0,1,0
-323.0,0,0
-322.0,0,0
-321.0,1,1
-320.0,0,0
-319.0,0,0
-318.0,0,0
-317.0,1,0
-316.0,1,0
-315.0,1,0
-314.0,1,0
-313.0,1,0
-312.0,0,0
-311.0,4,0
-310.0,0,0
-309.0,0,0
-308.0,1,0
-307.0,0,0
-306.0,0,0
-305.0,1,0
-304.0,0,0
-303.0,1,0
-302.0,0,0
-301.0,0,0
-300.0,1,0
-299.0,3,0
-298.0,0,0
-297.0,0,0
-296.0,0,0
-295.0,1,0
-294.0,0,0
-293.0,0,0
-292.0,1,0
-291.0,0,0
-290.0,0,0
-289.0,0,0
-288.0,0,0
-287.0,0,0
-286.0,1,0
-285.0,0,0
-284.0,1,0
-283.0,0,0
-282.0,1,0
-281.0,1,1
-280.0,0,0
-279.0,1,0
-278.0,2,0
-277.0,1,0
-276.0,2,0
-275.0,1,0
-274.0,0,0
-273.0,0,0
-272.0,0,0
-271.0,0,0
-270.0,1,0
-269.0,3,0
-268.0,0,0
-267.0,1,0
-266.0,1,0
-265.0,1,0
-264.0,0,0
-263.0,0,0
-262.0,0,0
-261.0,2,0
-260.0,0,0
-259.0,0,0
-258.0,1,0
-257.0,1,0
-256.0,1,0
-255.0,0,0
-254.0,0,0
-253.0,0,0
-252.0,0,1
-251.0,1,0
-250.0,1,0
-249.0,0,0
-248.0,1,0
-247.0,1,0
-246.0,1,0
-245.0,1,0
-244.0,1,0
-243.0,2,0
-242.0,0,0
-241.0,0,0
-240.0,0,0
-239.0,2,1
-238.0,0,0
-237.0,0,0
-236.0,0,0
-235.0,0,0
-234.0,1,0
-233.0,1,1
-232.0,0,0
-231.0,0,0
-230.0,1,0
-229.0,0,0
-228.0,1,0
-227.0,0,0
-226.0,0,0
-225.0,1,0
-224.0,1,1
-223.0,0,0
-222.0,1,0
-221.0,1,0
-220.0,0,0
-219.0,0,0
-218.0,0,0
-217.0,0,0
-216.0,0,0
-215.0,0,0
-214.0,0,1
-213.0,0,0
-212.0,0,1
-211.0,0,0
-210.0,0,1
-209.0,0,0
-208.0,0,1
-207.0,0,0
-206.0,0,0
-205.0,0,0
-204.0,1,1
-203.0,0,1
-202.0,0,0
-201.0,0,0
-200.0,0,0
-199.0,1,0
-198.0,2,0
-197.0,0,0
-196.0,0,0
-195.0,0,0
-194.0,1,3
-193.0,0,1
-192.0,0,1
-191.0,0,0
-190.0,0,0
-189.0,1,1
-188.0,1,2
-187.0,1,0
-186.0,2,3
-185.0,1,0
-184.0,1,1
-183.0,1,1
-182.0,1,0
-181.0,0,0
-180.0,0,0
-179.0,0,1
-178.0,1,1
-177.0,0,2
-176.0,0,0
-175.0,0,3
-174.0,0,0
-173.0,2,1
-172.0,0,1
-171.0,0,0
-170.0,1,2
-169.0,0,3
-168.0,0,2
-167.0,0,2
-166.0,2,4
-165.0,2,5
-164.0,1,0
-163.0,1,2
-162.0,0,4
-161.0,1,1
-160.0,0,3
-159.0,0,1
-158.0,0,1
-157.0,1,5
-156.0,0,5
-155.0,2,3
-154.0,2,2
-153.0,1,1
-152.0,0,3
-151.0,0,3
-150.0,1,6
-149.0,0,2
-148.0,0,6
-147.0,1,0
-146.0,0,3
-145.0,0,13
-144.0,0,6
-143.0,0,4
-142.0,1,3
-141.0,0,7
-140.0,0,1
-139.0,0,1
-138.0,0,6
-137.0,1,7
-136.0,0,4
-135.0,0,5
-134.0,2,5
-133.0,0,2
-132.0,0,3
-131.0,0,6
-130.0,0,2
-129.0,0,10
-128.0,1,6
-127.0,0,5
-126.0,0,1
-125.0,1,6
-124.0,1,4
-123.0,0,4
-122.0,0,4
-121.0,0,1
-120.0,0,5
-119.0,0,8
-118.0,0,3
-117.0,0,3
-116.0,1,3
-115.0,1,1
-114.0,1,4
-113.0,0,4
-112.0,0,7
-111.0,1,3
-110.0,0,1
-109.0,2,2
-108.0,0,2
-107.0,0,0
-106.0,0,3
-105.0,0,1
-104.0,0,0
-103.0,0,3
-102.0,1,2
-101.0,0,0
-100.0,0,2
-99.0,0,1
-98.0,0,1
-97.0,0,1
-96.0,0,2
-95.0,0,2
-94.0,1,4
-93.0,1,0
-92.0,0,0
-91.0,0,1
-90.0,0,1
-89.0,0,1
-88.0,0,4
-87.0,0,0
-86.0,1,1
-85.0,0,1
-84.0,0,4
-83.0,0,1
-82.0,1,2
-81.0,1,1
-80.0,0,2
-79.0,0,0
-78.0,0,0
-77.0,3,2
-76.0,0,3
-75.0,0,1
-74.0,0,1
-73.0,0,3
-72.0,0,3
-71.0,0,1
-70.0,1,2
-69.0,1,2
-68.0,1,0
-67.0,0,2
-66.0,0,2
-65.0,0,3
-64.0,2,3
-63.0,0,2
-62.0,0,1
-61.0,0,1
-60.0,0,0
-59.0,0,1
-58.0,0,2
-57.0,1,6
-56.0,0,1
-55.0,0,5
-54.0,1,4
-53.0,0,4
-52.0,3,2
-51.0,2,3
-50.0,2,2
-49.0,2,2
-48.0,1,5
-47.0,0,3
-46.0,2,2
-45.0,1,1
-44.0,3,2
-43.0,1,1
-42.0,0,1
-41.0,1,1
-40.0,2,3
-39.0,7,2
-38.0,0,3
-37.0,1,3
-36.0,0,2
-35.0,1,1
-34.0,5,1
-33.0,1,2
-32.0,3,2
-31.0,5,3
-30.0,11,5
-29.0,5,2
-28.0,1,2
-27.0,1,0
-26.0,10,1
-25.0,6,2
-24.0,3,3
-23.0,1,1
-22.0,0,1
-21.0,9,6
-20.0,9,2
-19.0,24,2
-18.0,21,0
-17.0,43,3
-16.0,60,4
-15.0,48,2
-14.0,87,4
-13.0,51,3
-12.0,84,6
-11.0,121,3
-10.0,193,7
-9.0,162,8
-8.0,224,13
-7.0,253,3
-6.0,204,5
-5.0,503,5
-4.0,504,5
-3.0,740,13
-2.0,584,3
-1.0,418,59
0.0,609,16762
1.0,447,2
2.0,652,3
3.0,632,3
4.0,379,4
5.0,669,4
6.0,233,5
