Base index shifted,ATMi2_3#TOP,ATMi2_3#BOT
-50.0,1,0
-49.0,0,1
-48.0,4,1
-47.0,2,1
-46.0,2,1
-44.0,4,1
-43.0,2,1
-42.0,0,1
-41.0,4,3
-40.0,6,2
-39.0,6,2
-38.0,3,3
-37.0,4,2
-36.0,5,0
-35.0,7,0
-34.0,2,0
-33.0,4,4
-32.0,14,2
-31.0,11,5
-30.0,25,4
-29.0,9,6
-28.0,28,2
-27.0,20,3
-26.0,29,4
-25.0,33,0
-24.0,10,12
-23.0,33,2
-22.0,16,4
-21.0,13,6
-20.0,41,0
-19.0,27,3
-18.0,51,7
-17.0,45,6
-16.0,70,3
-15.0,44,3
-14.0,60,5
-13.0,79,5
-12.0,158,5
-11.0,259,5
-10.0,371,9
-9.0,1305,3
-8.0,1259,39
-7.0,1693,18
-6.0,1903,16
-5.0,721,18
-4.0,3663,17
-3.0,2525,27
-2.0,3012,23
-1.0,3306,36
0.0,3837,68793
1.0,2203,1255
2.0,1062,140
3.0,4636,103
4.0,2237,98
5.0,1670,43
6.0,1757,15
7.0,654,84
8.0,1262,32
9.0,626,57
10.0,381,67
11.0,235,47
12.0,189,37
13.0,124,22
14.0,65,16
15.0,107,47
16.0,69,43
17.0,70,26
18.0,38,27
19.0,121,33
20.0,65,20
21.0,82,20
22.0,40,21
23.0,58,37
24.0,45,15
25.0,33,13
26.0,32,52
27.0,28,21
28.0,14,16
29.0,26,9
30.0,11,41
31.0,11,14
32.0,16,18
33.0,20,9
34.0,8,15
35.0,12,19
36.0,9,4
37.0,22,17
38.0,15,11
39.0,7,7
40.0,4,17
41.0,2,12
42.0,1,81
43.0,1,20
44.0,6,10
45.0,5,8
46.0,1,6
47.0,3,8
48.0,2,12
49.0,1,5
50.0,1,11
