Base index shifted,400_3#TOP,400_3#BOT
-50.0,22,4
-49.0,14,3
-48.0,21,0
-47.0,22,1
-46.0,16,4
-45.0,16,0
-44.0,28,4
-43.0,19,0
-42.0,19,2
-41.0,13,5
-40.0,24,0
-39.0,37,1
-38.0,19,1
-37.0,44,1
-36.0,26,3
-35.0,23,2
-34.0,40,5
-33.0,18,6
-32.0,38,1
-31.0,26,3
-30.0,61,5
-29.0,48,1
-28.0,19,0
-27.0,15,2
-26.0,72,3
-25.0,38,5
-24.0,54,0
-23.0,23,4
-22.0,17,3
-21.0,87,4
-20.0,64,2
-19.0,170,2
-18.0,219,6
-17.0,272,6
-16.0,511,6
-15.0,327,2
-14.0,565,7
-13.0,354,2
-12.0,518,6
-11.0,848,2
-10.0,1283,3
-9.0,1291,4
-8.0,2181,3
-7.0,1581,16
-6.0,795,7
-5.0,1711,5
-4.0,1554,5
-3.0,2122,5
-2.0,1700,16
-1.0,1954,10
0.0,3071,48778
1.0,1944,195
2.0,3168,13
3.0,2652,54
4.0,1515,14
5.0,2400,12
6.0,1001,6
7.0,2196,14
8.0,1693,18
9.0,729,10
10.0,347,11
11.0,381,14
12.0,492,17
13.0,303,5
14.0,219,12
15.0,92,8
16.0,137,9
17.0,98,13
18.0,86,2
19.0,36,9
20.0,41,4
21.0,83,24
22.0,29,8
23.0,52,2
24.0,43,8
25.0,33,8
26.0,20,4
27.0,19,3
28.0,23,7
29.0,25,10
30.0,13,6
31.0,13,9
32.0,24,9
33.0,25,6
34.0,35,8
35.0,15,11
36.0,44,3
37.0,23,10
38.0,20,5
39.0,16,2
40.0,9,7
41.0,14,2
42.0,8,6
43.0,2,7
44.0,6,2
45.0,6,2
46.0,1,8
47.0,8,2
48.0,14,3
49.0,5,5
50.0,8,5
