Base index,400_1#TOP,400_1#BOT
1,46697,0
2,557,0
3,77,0
4,29,0
5,72,0
6,43,0
7,24,0
8,8,0
9,17,0
10,2,0
11,2,0
12,4,0
13,12,0
14,6,0
15,5,0
16,3,0
17,1,0
18,2,0
19,1,0
20,2,0
21,0,0
22,3,0
23,1,0
24,6,0
25,0,0
26,6,0
27,2,0
28,0,0
29,2,0
30,4,0
31,2,0
32,1,0
33,4,0
34,5,0
35,5,0
36,2,0
37,1,0
38,1,0
39,2,0
40,1,0
41,0,0
42,1,0
43,0,0
44,10,0
45,1,0
46,3,0
47,0,0
48,3,1
49,3,0
50,2,0
51,0,0
52,2,0
53,0,0
54,2,0
55,0,0
56,1,0
57,0,2
58,3,0
59,2,1
60,2,0
61,4,0
62,2,2
63,5,0
64,0,10
65,1,5
66,1,13
67,3,5
68,1,4
69,0,1
70,2,1
71,0,1
72,0,0
73,1,1
74,6,6
75,1,0
76,0,0
77,4,0
78,2,0
79,0,0
80,2,0
81,2,0
82,3,0
83,5,0
84,5,2
85,2,2
86,1,3
87,2,0
88,3,2
89,2,0
90,5,1
91,3,1
92,0,1
93,5,0
94,3,1
95,2,0
96,2,0
97,4,0
98,4,0
99,8,1
100,1,2
101,4,0
102,2,1
103,5,1
104,0,1
105,0,3
106,2,3
107,3,3
108,3,1
109,5,0
110,0,0
111,1,0
112,1,1
113,4,2
114,0,1
115,2,5
116,4,2
117,1,4
118,8,0
119,5,2
120,3,0
121,2,3
122,3,3
123,3,0
124,3,2
125,3,5
126,8,6
127,6,11
128,1,3
129,5,0
130,5,6
131,2,3
132,4,2
133,4,3
134,4,3
135,2,1
136,4,5
137,0,6
138,1,2
139,0,1
140,7,4
141,4,1
142,4,0
143,6,7
144,4,3
145,4,4
146,9,5
147,5,3
148,8,2
149,9,4
150,24,2
151,12,2
152,9,6
153,9,5
154,10,1
155,3,2
156,12,2
157,10,2
158,15,1
159,15,4
160,8,4
161,19,5
162,20,8
163,7,14
164,12,4
165,19,7
166,8,6
167,41,2
168,17,5
169,19,4
170,26,8
171,34,11
172,26,7
173,18,3
174,12,2
175,54,2
176,25,4
177,21,2
178,12,9
179,7,13
180,58,7
181,68,9
182,119,2
183,170,5
184,208,2
185,437,11
186,239,19
187,495,6
188,296,13
189,452,16
190,691,16
191,1107,12
192,1067,19
193,1824,10
194,1413,6
195,727,15
196,1657,15
197,1564,45
198,2131,9
199,1693,203
200,2072,45934
201,3200,17
202,2005,16
203,3092,7
204,2537,18
205,1475,12
206,2394,17
207,997,18
208,2062,10
209,1563,9
210,671,6
211,235,3
212,295,8
213,355,7
214,260,3
215,201,2
216,62,1
217,90,4
218,108,2
219,86,0
220,30,4
221,27,4
222,58,0
223,20,4
224,33,1
225,36,0
226,27,5
227,17,0
228,11,9
229,17,1
230,24,3
231,17,2
232,7,1
233,17,3
234,22,0
235,19,3
236,15,2
237,39,3
238,17,1
239,24,1
240,10,1
241,5,8
242,9,0
243,6,2
244,5,3
245,11,1
246,5,1
247,5,1
248,5,1
249,6,2
250,3,1
251,8,1
252,6,0
253,4,2
254,6,1
255,2,2
256,3,2
257,0,0
258,2,1
259,3,1
260,0,0
261,1,0
262,3,2
263,11,0
264,0,1
265,2,1
266,1,1
267,6,0
268,7,0
269,6,0
270,1,0
271,0,1
272,2,0
273,2,0
274,2,3
275,1,1
276,2,0
277,0,0
278,1,1
279,2,0
280,1,3
281,1,1
282,0,1
283,0,1
284,0,1
285,0,3
286,2,2
287,0,1
288,0,3
289,0,1
290,1,2
291,1,3
292,0,1
293,0,1
294,1,0
295,1,5
296,3,2
297,0,0
298,0,1
299,0,3
300,1,0
301,1,0
302,0,2
303,2,2
304,2,3
305,1,1
306,1,2
307,0,2
308,1,0
309,0,6
310,0,2
311,1,1
312,0,8
313,1,2
314,0,4
315,0,4
316,0,7
317,0,5
318,0,6
319,1,6
320,0,3
321,0,2
322,1,2
323,0,5
324,0,8
325,0,2
326,0,5
327,0,0
328,0,1
329,1,2
330,1,6
331,0,1
332,0,3
333,0,3
334,0,4
335,0,4
336,0,12
337,0,5
338,0,2
339,0,4
340,0,5
341,0,0
342,0,6
343,0,4
344,0,2
345,0,3
346,0,1
347,0,2
348,0,8
349,0,3
350,0,5
351,0,9
352,0,2
353,0,2
354,0,5
355,0,6
356,0,1
357,0,10
358,0,1
359,0,7
360,0,1
361,0,0
362,0,1
363,0,4
364,0,3
365,0,1
366,0,0
367,0,1
368,0,2
369,0,1
370,0,1
371,0,0
372,0,2
373,0,0
374,0,0
375,0,2
376,0,2
377,0,3
378,0,3
379,0,3
380,0,1
381,0,0
382,0,2
383,0,3
384,0,4
385,0,6
386,0,6
387,0,8
388,0,8
389,0,4
390,0,9
391,0,2
392,0,21
393,0,11
394,0,21
395,0,48
396,0,61
397,0,42
398,0,162
399,0,538
400,0,41066
