Base index,GC_3#TOP,GC_3#BOT
-50,0.0001659873480754689,9.823062094031262e-05
-49,7.377215470020841e-05,0.00014734593141046894
-48,9.22151933752605e-05,0.00012278827617539077
-47,0.00012910127072536472,8.595179332277354e-05
-46,0.0001659873480754689,0.00013506710379292984
-45,0.00011065823205031261,0.00012278827617539077
-44,0.0001659873480754689,0.000159624759028008
-43,0.00023975950277567733,6.139413808769539e-05
-42,3.6886077350104206e-05,6.139413808769539e-05
-41,0.000184430386750521,4.911531047015631e-05
-40,0.00014754430940041682,0.000159624759028008
-39,0.00025820254145072943,4.911531047015631e-05
-38,0.00011065823205031261,7.367296570523447e-05
-37,0.00022131646410062522,0.00013506710379292984
-36,0.00012910127072536472,0.00014734593141046894
-35,0.00029508861880083364,0.00014734593141046894
-34,0.0002766455801257815,8.595179332277354e-05
-33,0.0003319746961509378,9.823062094031262e-05
-32,0.0002766455801257815,0.00013506710379292984
-31,0.00035041773482598994,9.823062094031262e-05
-30,0.0008114937017022925,8.595179332277354e-05
-29,0.0009405949724276572,0.00023329772473324248
-28,0.000903708895077553,0.00022101889711570338
-27,0.0009959240884528135,8.595179332277354e-05
-26,0.0013647848619538555,0.00012278827617539077
-25,0.0013278987846037512,0.000159624759028008
-24,0.0008852658564025009,0.000159624759028008
-23,0.0013832279006289077,0.00012278827617539077
-22,0.0004057468508511462,0.00011050944855785169
-21,0.00254513933715719,0.00013506710379292984
-20,0.0019734051382305747,0.0002701342075858597
-19,0.00184430386750521,9.823062094031262e-05
-18,0.0014938861326792203,0.00013506710379292984
-17,0.0008668228177274487,0.00024557655235078155
-16,0.00359639254163516,0.00020874006949816431
-15,0.0026557975692075024,0.00014734593141046894
-14,0.004647645746113129,0.00028241303520339876
-13,0.004702974862138286,0.0002578553799683206
-12,0.003817709005735785,0.0002578553799683206
-11,0.009793253536452665,7.367296570523447e-05
-10,0.017520886741299497,0.00024557655235078155
-9,0.0041681267405617745,0.00030697069043847695
-8,0.0035595064642850558,0.00023329772473324248
-7,0.02262960845428893,0.0003929224837612505
-6,0.030467899891186073,0.00022101889711570338
-5,0.03577949502960108,0.0002701342075858597
-4,0.06025340735139521,0.00030697069043847695
-3,0.06479039486545804,0.00022101889711570338
-2,0.050607698124342966,0.00041748013899632863
-1,0.059349698456317664,0.0007490084846698838
0,0.07135611663377658,0.9730234157242666
1,0.053208166577525313,0.0015471322798099238
2,0.0763541801147157,0.0008595179332277354
3,0.06259567326312683,0.0010682580027258997
4,0.04854207779273713,0.0006876143465821883
5,0.05881485033474115,0.0006507778637295711
6,0.038324634366758266,0.0003683648285261723
7,0.047509267626934214,0.0008840755884628135
8,0.031390051824938675,0.0007121720018172665
9,0.022094760332712418,0.0008226814503751182
10,0.018590582984452517,0.0005279895875541803
11,0.015399937293668505,0.0004911531047015631
12,0.0118588738680585,0.000638499036112032
13,0.009959240884528134,0.00046659544946648496
14,0.0056435698345659435,0.0008226814503751182
15,0.0024344811051068773,0.00019646124188062524
16,0.0028217849172829717,0.000785844967522501
17,0.003098430497408753,0.00041748013899632863
18,0.0017152025967798455,0.0002578553799683206
19,0.0013278987846037512,9.823062094031262e-05
20,0.0011803544752033346,0.0003929224837612505
21,0.0009405949724276572,0.00035608600090863323
22,0.001272569668578595,0.0002946918628209379
23,0.0011803544752033346,0.0003315283456735551
24,0.0008668228177274487,0.00041748013899632863
25,0.000719278508327032,0.0003806436561437114
26,0.000922151933752605,0.0002946918628209379
27,0.0004057468508511462,0.00011050944855785169
28,0.0006270633149517714,0.00028241303520339876
29,0.0006270633149517714,0.00019646124188062524
30,0.0006639493923018756,0.00019646124188062524
31,0.000534848121576511,0.00022101889711570338
32,0.000553291160251563,0.0002701342075858597
33,0.0006639493923018756,0.00014734593141046894
34,0.0006455063536268236,7.367296570523447e-05
35,0.00025820254145072943,0.00013506710379292984
36,0.00042418988952619836,9.823062094031262e-05
37,0.0005717341989266152,7.367296570523447e-05
38,0.00044263292820125044,0.000159624759028008
39,0.00029508861880083364,3.6836482852617235e-05
40,0.00029508861880083364,2.4557655235078156e-05
41,0.0005717341989266152,4.911531047015631e-05
42,0.0002766455801257815,0.000159624759028008
43,0.00023975950277567733,0.00013506710379292984
44,0.00011065823205031261,0.00012278827617539077
45,0.00022131646410062522,8.595179332277354e-05
46,0.0001659873480754689,0.00012278827617539077
47,0.0005901772376016673,0.00013506710379292984
48,0.00012910127072536472,0.00020874006949816431
49,0.000184430386750521,0.00012278827617539077
50,0.000534848121576511,8.595179332277354e-05
