Base index,1500_3#TOP,1500_3#BOT
1,15625,0
2,158,0
3,22,0
4,5,0
5,7,0
6,5,0
7,5,0
8,1,0
9,4,0
10,0,0
11,1,0
12,2,0
13,5,0
14,1,0
15,0,0
16,0,0
17,2,0
18,2,0
19,0,0
20,3,0
21,0,0
22,3,0
23,0,0
24,0,0
25,1,0
26,0,0
27,0,0
28,0,0
29,3,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,1,0
36,0,0
37,1,0
38,1,0
39,1,0
40,1,0
41,0,0
42,1,0
43,0,0
44,2,0
45,0,0
46,1,0
47,1,0
48,0,0
49,2,0
50,2,0
51,1,0
52,0,0
53,1,0
54,0,0
55,1,0
56,2,0
57,2,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,1,0
65,0,0
66,0,0
67,2,0
68,6,0
69,2,0
70,1,0
71,2,0
72,2,0
73,2,0
74,0,0
75,0,0
76,0,0
77,0,0
78,1,0
79,0,0
80,1,0
81,1,0
82,0,0
83,1,0
84,2,0
85,0,0
86,1,0
87,3,1
88,0,0
89,0,0
90,3,0
91,1,0
92,3,0
93,3,0
94,1,0
95,0,0
96,0,0
97,0,0
98,1,0
99,0,0
100,4,0
101,0,0
102,3,0
103,0,0
104,3,0
105,1,0
106,2,0
107,6,0
108,2,1
109,1,0
110,0,0
111,3,0
112,2,0
113,1,1
114,2,0
115,1,0
116,0,0
117,2,0
118,1,0
119,1,0
120,1,0
121,2,0
122,2,0
123,0,0
124,2,0
125,1,0
126,2,0
127,2,0
128,0,0
129,4,0
130,1,0
131,1,0
132,2,0
133,2,0
134,1,2
135,3,0
136,4,1
137,0,0
138,3,0
139,2,0
140,1,1
141,3,0
142,1,0
143,2,0
144,0,0
145,0,0
146,1,1
147,0,0
148,0,0
149,1,0
150,2,0
151,1,0
152,2,1
153,1,2
154,0,0
155,1,0
156,0,0
157,0,0
158,1,0
159,0,1
160,1,0
161,0,0
162,1,1
163,1,0
164,0,0
165,2,0
166,1,0
167,0,0
168,1,1
169,3,0
170,0,0
171,1,1
172,1,0
173,0,0
174,0,1
175,0,1
176,1,0
177,4,0
178,0,0
179,1,2
180,3,0
181,0,0
182,3,1
183,2,0
184,1,0
185,1,0
186,1,0
187,0,1
188,1,3
189,0,1
190,1,2
191,1,1
192,2,0
193,1,0
194,1,0
195,0,0
196,2,0
197,2,0
198,1,0
199,1,2
200,0,1
201,1,0
202,3,0
203,1,0
204,1,1
205,1,0
206,1,1
207,0,0
208,3,0
209,1,1
210,1,1
211,1,2
212,0,0
213,1,1
214,0,0
215,2,0
216,1,0
217,0,0
218,0,0
219,0,0
220,0,0
221,0,0
222,0,0
