Base index shifted,ATMi4_1#TOP,ATMi4_1#BOT
-49.0,1,1
-48.0,2,0
-47.0,1,0
-46.0,0,1
-45.0,1,0
-44.0,1,1
-43.0,1,1
-41.0,4,1
-40.0,2,1
-39.0,2,0
-38.0,1,1
-37.0,3,2
-36.0,1,0
-35.0,1,0
-34.0,4,0
-33.0,3,2
-32.0,3,0
-31.0,4,1
-30.0,10,3
-29.0,4,4
-28.0,8,1
-27.0,9,3
-26.0,7,1
-25.0,12,5
-24.0,6,3
-23.0,32,1
-22.0,18,0
-21.0,36,0
-20.0,56,0
-19.0,36,3
-18.0,59,4
-17.0,50,1
-16.0,52,1
-15.0,29,2
-14.0,46,2
-13.0,51,3
-12.0,123,4
-11.0,261,6
-10.0,414,4
-9.0,1917,3
-8.0,1578,33
-7.0,1473,13
-6.0,1873,14
-5.0,2115,8
-4.0,2026,6
-3.0,2211,8
-2.0,2953,14
-1.0,2502,24
0.0,5336,72027
1.0,3057,1175
2.0,1957,55
3.0,2320,138
4.0,1254,53
5.0,1505,40
6.0,1711,22
7.0,665,83
8.0,1226,21
9.0,933,43
10.0,354,30
11.0,168,15
12.0,161,21
13.0,127,9
14.0,82,8
15.0,94,31
16.0,61,35
17.0,58,21
18.0,29,22
19.0,105,15
20.0,54,19
21.0,81,11
22.0,44,7
23.0,41,30
24.0,31,6
25.0,26,9
26.0,31,57
27.0,28,13
28.0,5,12
29.0,30,6
30.0,9,14
31.0,11,5
32.0,13,9
33.0,10,9
34.0,15,10
35.0,6,6
36.0,14,9
37.0,28,8
38.0,18,11
39.0,12,3
40.0,5,7
41.0,4,8
42.0,2,23
43.0,1,22
44.0,1,5
45.0,1,6
46.0,0,5
47.0,1,3
48.0,2,7
49.0,1,6
50.0,0,10
