Base index shifted,704_2#TOP,704_2#BOT
-50.0,6,2
-49.0,1,1
-48.0,7,2
-47.0,16,3
-46.0,5,2
-45.0,4,0
-44.0,9,1
-43.0,5,0
-42.0,5,0
-41.0,5,3
-40.0,9,1
-39.0,11,1
-38.0,10,2
-37.0,12,3
-36.0,6,2
-35.0,8,0
-34.0,26,1
-33.0,10,0
-32.0,11,0
-31.0,9,1
-30.0,29,1
-29.0,12,5
-28.0,9,2
-27.0,16,0
-26.0,40,2
-25.0,22,2
-24.0,27,1
-23.0,10,6
-22.0,5,2
-21.0,70,1
-20.0,65,1
-19.0,102,1
-18.0,141,1
-17.0,221,1
-16.0,375,1
-15.0,257,1
-14.0,413,2
-13.0,339,3
-12.0,479,2
-11.0,838,3
-10.0,1238,3
-9.0,1357,3
-8.0,1731,6
-7.0,1366,5
-6.0,724,2
-5.0,1500,7
-4.0,1379,5
-3.0,1813,1
-2.0,1550,14
-1.0,1651,14
0.0,2272,42230
1.0,1715,225
2.0,2518,11
3.0,2338,43
4.0,1579,20
5.0,2534,11
6.0,1107,10
7.0,2061,10
8.0,1654,31
9.0,906,15
10.0,402,9
11.0,454,8
12.0,603,13
13.0,424,9
14.0,301,19
15.0,104,7
16.0,137,5
17.0,140,17
18.0,120,7
19.0,41,11
20.0,37,5
21.0,69,15
22.0,27,5
23.0,61,5
24.0,43,9
25.0,30,10
26.0,20,7
27.0,24,8
28.0,13,6
29.0,37,11
30.0,21,12
31.0,18,6
32.0,18,14
33.0,19,5
34.0,19,7
35.0,15,9
36.0,45,5
37.0,26,5
38.0,13,4
39.0,17,2
40.0,13,6
41.0,9,4
42.0,8,2
43.0,3,8
44.0,5,2
45.0,6,2
46.0,7,5
47.0,6,3
48.0,9,6
49.0,8,10
50.0,10,7
