Base index shifted,ATMi3_1#TOP,ATMi3_1#BOT
-352.0,100488,0
-351.0,1023,0
-350.0,246,0
-349.0,95,0
-348.0,179,0
-347.0,51,0
-346.0,41,0
-345.0,22,0
-344.0,42,0
-343.0,25,0
-342.0,12,0
-341.0,9,0
-340.0,88,0
-339.0,13,0
-338.0,13,0
-337.0,27,0
-336.0,7,0
-335.0,13,0
-334.0,6,0
-333.0,28,0
-332.0,26,0
-331.0,13,0
-330.0,19,0
-329.0,13,0
-328.0,20,0
-327.0,16,0
-326.0,6,0
-325.0,9,0
-324.0,7,0
-323.0,159,0
-322.0,13,0
-321.0,35,0
-320.0,11,0
-319.0,3,0
-318.0,0,0
-317.0,5,0
-316.0,36,0
-315.0,14,0
-314.0,11,0
-313.0,12,0
-312.0,3,0
-311.0,1,0
-310.0,3,0
-309.0,6,0
-308.0,26,0
-307.0,13,0
-306.0,5,0
-305.0,9,0
-304.0,5,0
-303.0,15,0
-302.0,7,0
-301.0,10,0
-300.0,9,0
-299.0,15,0
-298.0,1,0
-297.0,6,0
-296.0,5,0
-295.0,46,0
-294.0,3,0
-293.0,4,0
-292.0,13,0
-291.0,7,0
-290.0,3,0
-289.0,45,0
-288.0,10,0
-287.0,7,0
-286.0,5,0
-285.0,11,0
-284.0,8,0
-283.0,6,0
-282.0,13,0
-281.0,6,0
-280.0,7,0
-279.0,19,0
-278.0,15,0
-277.0,13,0
-276.0,17,0
-275.0,7,0
-274.0,21,0
-273.0,7,0
-272.0,6,0
-271.0,7,0
-270.0,5,1
-269.0,17,0
-268.0,6,0
-267.0,17,0
-266.0,19,0
-265.0,11,0
-264.0,7,1
-263.0,42,0
-262.0,7,0
-261.0,16,2
-260.0,16,0
-259.0,14,0
-258.0,22,0
-257.0,18,0
-256.0,21,0
-255.0,14,0
-254.0,9,1
-253.0,7,0
-252.0,28,3
-251.0,13,3
-250.0,9,4
-249.0,10,1
-248.0,9,1
-247.0,15,1
-246.0,20,0
-245.0,24,3
-244.0,16,1
-243.0,13,1
-242.0,31,0
-241.0,15,1
-240.0,16,0
-239.0,17,2
-238.0,17,1
-237.0,22,2
-236.0,7,1
-235.0,22,1
-234.0,19,4
-233.0,18,2
-232.0,26,0
-231.0,10,1
-230.0,16,4
-229.0,9,2
-228.0,17,3
-227.0,17,2
-226.0,16,2
-225.0,18,6
-224.0,18,2
-223.0,16,1
-222.0,27,7
-221.0,11,5
-220.0,24,8
-219.0,20,3
-218.0,22,2
-217.0,15,5
-216.0,20,12
-215.0,21,12
-214.0,16,8
-213.0,19,10
-212.0,22,11
-211.0,13,8
-210.0,20,19
-209.0,23,2
-208.0,18,10
-207.0,12,0
-206.0,20,23
-205.0,28,4
-204.0,14,16
-203.0,29,16
-202.0,34,11
-201.0,34,10
-200.0,16,16
-199.0,21,21
-198.0,21,7
-197.0,7,12
-196.0,24,18
-195.0,10,27
-194.0,29,32
-193.0,32,10
-192.0,21,18
-191.0,23,8
-190.0,10,14
-189.0,15,22
-188.0,17,9
-187.0,18,53
-186.0,21,24
-185.0,17,9
-184.0,23,17
-183.0,21,22
-182.0,10,25
-181.0,35,8
-180.0,13,9
-179.0,18,23
-178.0,14,31
-177.0,16,29
-176.0,3,9
-175.0,21,39
