Base index,ATMi1_2#TOP,ATMi1_2#BOT
304,1.6812939238037593e-05,0.0001744325491136646
305,3.3625878476075186e-05,3.270610295881211e-05
306,0.00010087763542822556,6.541220591762422e-05
307,6.725175695215037e-05,5.451017159802019e-05
308,8.406469619018796e-05,2.1804068639208077e-05
309,5.043881771411278e-05,0.000294354926629309
310,6.725175695215037e-05,0.0005341996816605978
311,0.00011769057466626315,6.541220591762422e-05
312,0.00013450351390430074,0.00018533458343326865
313,0.00010087763542822556,9.811830887643635e-05
314,8.406469619018796e-05,0.00015262848047445653
315,6.725175695215037e-05,0.00010902034319604038
316,8.406469619018796e-05,8.72162745568323e-05
317,5.043881771411278e-05,0.0001417264461548525
318,0.00018494233161841353,0.0001962366177528727
319,0.00040351054171290223,6.541220591762422e-05
320,0.00015131645314233835,0.00013082441183524845
321,0.00013450351390430074,0.00015262848047445653
322,0.00020175527085645111,0.00035976713254693327
323,0.00035307172399878946,9.811830887643635e-05
324,0.00035307172399878946,9.811830887643635e-05
325,0.0005043881771411278,0.0002616488236704969
326,0.00042032348095093983,0.0009702810544447594
327,0.0005043881771411278,0.00016353051479406057
328,0.0009078987188540301,0.000283452892309705
329,0.0005043881771411278,0.0007631424023722827
330,0.0006388916910454286,0.0002616488236704969
331,0.0005043881771411278,0.00030525696094891306
332,0.0004875752379030902,0.00040337526982534943
333,0.0010928410504724435,0.0003488650982273292
334,0.0007061434479975789,0.0005451017159802019
335,0.0018326103769460977,0.0003706691668665373
336,0.0010255892935202933,0.0009920851230839675
337,0.0013114092605669323,0.0008067505396506989
338,0.0012105316251387068,0.0004360813727841615
339,0.0016644809845657218,0.0004142773041449534
340,0.002690070278086015,0.0013409502213112966
341,0.005783651097884932,0.001122909534919216
342,0.008423282558256834,0.0012101258094760483
343,0.008759541343017586,0.0009811830887643635
344,0.02871650021856821,0.0006541220591762423
345,0.028397054373045495,0.001449970564507337
346,0.029708463633612427,0.0003706691668665373
347,0.031053498772655435,0.00047968951006257767
348,0.009768317697299841,0.001449970564507337
349,0.06997545310871246,0.0008503586769291149
350,0.041057197619287805,0.0020822885550443714
351,0.1067957900400148,0.019830800427359744
352,0.09640539359090756,0.9523035998517323
353,0.06393960792225697,0.000283452892309705
354,0.10092807424593968,0.0003161589952685171
355,0.03243215979017452,0.0005451017159802019
356,0.10755237230572649,9.811830887643635e-05
357,0.04805138034231144,0.0002616488236704969
358,0.023723057264871044,0.0002289427207116848
359,0.035189481825212685,0.00035976713254693327
360,0.013517603147382226,0.0010356932603623836
361,0.023084165573825616,8.72162745568323e-05
362,0.011769057466626315,0.00013082441183524845
363,0.014778573590235045,0.00015262848047445653
364,0.007868455563401594,0.00010902034319604038
365,0.004741248865126601,0.0001417264461548525
366,0.0031944584552271427,8.72162745568323e-05
367,0.001614042166851609,0.00015262848047445653
368,0.002152056222468812,7.631424023722826e-05
369,0.0015131645314233834,0.00011992237751564442
370,0.0013954739567571203,4.360813727841615e-05
371,0.0005043881771411278,9.811830887643635e-05
372,0.002437876189515451,1.0902034319604038e-05
373,0.0019503009516123608,3.270610295881211e-05
374,0.002437876189515451,4.360813727841615e-05
375,0.001244157503614782,5.451017159802019e-05
376,0.0014290998352331954,0.00013082441183524845
377,0.0008574599011399173,8.72162745568323e-05
378,0.0006893305087595414,7.631424023722826e-05
379,0.0005884528733313157,3.270610295881211e-05
380,0.0006893305087595414,1.0902034319604038e-05
381,0.0002521940885705639,7.631424023722826e-05
382,0.0005716399340932782,0.0
383,0.0003194458455227143,4.360813727841615e-05
384,0.0002353811493325263,6.541220591762422e-05
385,0.00042032348095093983,3.270610295881211e-05
386,0.0005043881771411278,4.360813727841615e-05
387,0.0003026329062846767,7.631424023722826e-05
388,0.0002858199670466391,2.1804068639208077e-05
389,0.000538014055617203,5.451017159802019e-05
390,0.0006388916910454286,4.360813727841615e-05
391,0.0004707622986650526,5.451017159802019e-05
392,0.00033625878476075186,0.0
393,0.00015131645314233835,0.0
394,0.00015131645314233835,1.0902034319604038e-05
395,3.3625878476075186e-05,1.0902034319604038e-05
396,8.406469619018796e-05,2.1804068639208077e-05
397,0.00011769057466626315,0.0
398,0.00021856821009448872,2.1804068639208077e-05
399,0.00011769057466626315,0.0
400,5.043881771411278e-05,1.0902034319604038e-05
401,8.406469619018796e-05,0.0
402,8.406469619018796e-05,3.270610295881211e-05
403,6.725175695215037e-05,0.0
