Base index shifted,AT_1#TOP,AT_1#BOT
-50,6.547144899228528e-05,0
-49,6.547144899228528e-05,0.0005685891572519839
-48,9.820717348842792e-05,0.00023485204321277596
-47,0.00012003098981918968,0.00021013077550616796
-46,9.820717348842792e-05,9.888507082643199e-05
-45,0.00016367862248071322,0.00029665521247929593
-44,0.00016367862248071322,0.00040790091715903193
-43,0.00012003098981918968,0.0003090158463325999
-42,0.00031644533679604553,0.00021013077550616796
-41,0.0002837096122999029,0.0004449828187189439
-40,0.000360092969457569,0.0003090158463325999
-39,0.0002073262551422367,0.00032137648018590396
-38,0.00030553342863066463,0.00023485204321277596
-37,0.00026188579596914113,0.0002472126770660799
-36,0.00024006197963837936,0.0003708190155991199
-35,0.0006547144899228529,0.0006303923265185039
-34,0.000720185938915138,0.00039554028330572794
-33,0.0008620407450650895,0.0007663592989048478
-32,0.0008729526532304704,0.0005315072556920719
-31,0.0010366312757111836,0.0005933104249585919
-30,0.0010584550920419453,0.0003090158463325999
-29,0.0012657813471841821,0.0006674742280784159
-28,0.0018659362962801305,0.0007416380311982398
-27,0.0015276671431533233,0.0004202615510123359
-26,0.0018768482044455115,0.0006921954957850239
-25,0.0017895529391224643,0.0007292773973449359
-24,0.0023787959800530317,0.0010382932436775359
-23,0.0022369411739030804,0.0005191466218387679
-22,0.002913479480156695,0.0006551135942251119
-21,0.0034808987047565006,0.00032137648018590396
-20,0.0032081010006219787,0.0005191466218387679
-19,0.0042010846436716385,0.0004449828187189439
-18,0.004855799133594491,0.0006674742280784159
-17,0.0064707615420708615,0.00032137648018590396
-16,0.008598583634320133,0.0004944253541321598
-15,0.011512063114476829,0.0004820647202788559
-14,0.015276671431533231,0.0004449828187189439
-13,0.017229902993136408,0.0004573434525722479
-12,0.01969599423851249,0.0005315072556920719
-11,0.02688694171949849,0.0005438678895453759
-10,0.025359274576345167,0.0005562285233986798
-9,0.03252839824100041,0.0004326221848656399
-8,0.03614023984374148,0.0004820647202788559
-7,0.0392064860382135,0.0004449828187189439
-6,0.04308021343692371,0.0010135719759709278
-5,0.044575144855580895,0.0007045561296383278
-4,0.04503344499852689,0.0007416380311982398
-3,0.051024082581321,0.0009394081728511038
-2,0.05127505646912476,0.005611727769400015
-1,0.05322828803072793,0.9666633704976392
0,0.045644511855788224,0.00039554028330572794
1,0.06192507883853649,0.00027193394477268795
2,0.05051122289754809,0.00019777014165286397
3,0.04258917756948157,0.0003708190155991199
4,0.04944185589734077,0.00016068824009295198
5,0.03154632650611613,0.00016068824009295198
6,0.035758323057953144,0.00023485204321277596
7,0.026505024933710156,0.00014832760623964796
8,0.0178627936667285,7.416380311982398e-05
9,0.013541678033237673,0.00012360633853303996
10,0.011119234420523117,6.180316926651998e-05
11,0.009013236144604607,0.00016068824009295198
12,0.008784086073131608,8.652443697312798e-05
13,0.004299291817160066,0.00013596697238634398
14,0.0019859672860993204,0.00016068824009295198
15,0.002466091245376079,0.00014832760623964796
16,0.002171469724910795,9.888507082643199e-05
17,0.0019859672860993204,4.944253541321599e-05
18,0.0011784860818611351,4.944253541321599e-05
19,0.0008074812042381852,3.708190155991199e-05
20,0.0007420097552458999,3.708190155991199e-05
21,0.001276693255349563,8.652443697312798e-05
22,0.0009602479185535174,6.180316926651998e-05
23,0.0008511288368997086,2.4721267706607996e-05
24,0.0006547144899228529,3.708190155991199e-05
25,0.0005128596837729013,3.708190155991199e-05
26,0.0005128596837729013,2.4721267706607996e-05
27,0.0004801239592767587,8.652443697312798e-05
28,0.0005128596837729013,4.944253541321599e-05
29,0.0005783311327651866,0.0
30,0.0004910358674421396,7.416380311982398e-05
31,0.0004801239592767587,3.708190155991199e-05
32,0.000360092969457569,3.708190155991199e-05
33,0.0005565073164344249,3.708190155991199e-05
34,0.0004364763266152352,3.708190155991199e-05
35,0.0005128596837729013,6.180316926651998e-05
36,0.0005128596837729013,2.4721267706607996e-05
37,0.0005019477756075205,0.0
38,0.00038191678578833083,1.2360633853303998e-05
39,0.000272797704134522,2.4721267706607996e-05
40,0.00030553342863066463,1.2360633853303998e-05
41,0.0002182381633076176,2.4721267706607996e-05
42,0.00022915007147299849,3.708190155991199e-05
43,0.00013094289798457057,2.4721267706607996e-05
44,6.547144899228528e-05,2.4721267706607996e-05
45,0.00019641434697685584,3.708190155991199e-05
46,0.0005128596837729013,1.2360633853303998e-05
47,0.00025097388780376023,2.4721267706607996e-05
48,0.0002073262551422367,6.180316926651998e-05
49,0.000360092969457569,2.4721267706607996e-05
50,0,2.4721267706607996e-05
