Fractional Basecounts,GC_3
1,0.5247717903415783
2,0.5289531802120141
3,0.5301089517078916
4,0.5308451118963486
5,0.5316548881036514
6,0.5321333922261484
7,0.5326339811542992
8,0.5327296819787986
9,0.5328916372202591
10,0.532979976442874
11,0.5330830388692579
12,0.5331345700824499
13,0.5333922261484099
14,0.5334805653710247
15,0.5335394581861013
16,0.533613074204947
17,0.5336277974087161
18,0.5336866902237927
19,0.5337455830388692
20,0.5338707302709069
21,0.5339664310954063
22,0.5340032391048292
23,0.534040047114252
24,0.5340621319199058
25,0.5340842167255595
26,0.5341283863368669
27,0.5341578327444052
28,0.5341725559481744
29,0.5341799175500589
30,0.534194640753828
31,0.5343271495877503
32,0.5344302120141343
33,0.5344596584216725
34,0.5344670200235572
35,0.5344891048292109
36,0.5345332744405182
37,0.5347173144876325
38,0.53476148409894
39,0.5347835689045937
40,0.5347909305064782
41,0.5348130153121319
42,0.5348866313309776
43,0.5349160777385159
44,0.5349602473498233
45,0.5350485865724381
46,0.5350633097762073
47,0.5350927561837456
48,0.5351222025912838
49,0.5351516489988222
50,0.5352473498233216
51,0.5352620730270907
52,0.5353136042402827
53,0.535343050647821
54,0.5353577738515901
55,0.5353651354534746
56,0.5354019434628975
57,0.5354240282685513
58,0.5356080683156655
59,0.5356522379269729
60,0.5356595995288574
61,0.5357184923439341
62,0.5357258539458186
63,0.535770023557126
64,0.5360129564193168
65,0.5360571260306243
66,0.5360939340400471
67,0.5361160188457008
68,0.5361454652532391
69,0.5361675500588928
70,0.5362338044758539
71,0.5362926972909305
72,0.5363147820965842
73,0.5363221436984688
74,0.5363663133097762
75,0.5363883981154299
76,0.5364252061248528
77,0.5364840989399293
78,0.536506183745583
79,0.5365282685512367
80,0.5365797997644287
81,0.5366166077738516
82,0.5366313309776207
83,0.5366975853945819
84,0.5368374558303887
85,0.536918433451119
86,0.5370656654888104
87,0.5371319199057715
88,0.5371834511189635
89,0.5372202591283863
90,0.5374558303886926
91,0.5375368080094228
92,0.5376104240282685
93,0.5376693168433451
94,0.5377576560659599
95,0.5378533568904593
96,0.5379048881036513
97,0.537978504122497
98,0.538030035335689
99,0.5380742049469964
100,0.5381257361601884
101,0.5383981154299176
102,0.5384790930506478
103,0.5385674322732626
104,0.538648409893993
105,0.5389870435806832
106,0.5390680212014134
107,0.5391269140164899
108,0.5392446996466431
109,0.5393109540636042
110,0.5394434628975265
111,0.5395980565371025
112,0.5396937573616019
113,0.5397452885747939
114,0.5398336277974087
115,0.5399514134275618
116,0.5400986454652532
117,0.5402164310954064
118,0.5403194935217903
119,0.5405108951707892
120,0.5406875736160188
