Base index,ATMi4#TOP#AVERAGE,ATMi4#TOP#STD,ATMi4#BOT#AVERAGE,ATMi4#BOT#STD
304.0,8.51165245220707e-06,1.4742614503590874e-05,0.00014576070983028856,5.6223750308974544e-05
305.0,1.702330490441414e-05,2.9485229007181748e-05,6.211225948050854e-05,5.287269082432304e-05
306.0,1.7134051721027613e-05,1.4839453905493439e-05,0.00010811884616663204,4.363070142356669e-05
307.0,0.0,0.0,9.036129576537086e-05,1.4354356605147123e-05
308.0,2.5756450989848153e-05,2.586790901736712e-05,0.00010747798752755738,5.052023746427746e-05
309.0,3.5897854087029635e-05,4.1825220011729125e-05,0.00040952384372367693,9.934376160678212e-05
310.0,1.7134051721027613e-05,1.4839453905493439e-05,0.00046979651397936983,0.00015835709854134563
311.0,0.0,0.0,9.032834511342958e-05,4.1437359060339895e-05
312.0,8.578100542175155e-05,7.88841913398426e-05,0.00014769976107348318,5.4542214778821166e-05
313.0,1.702330490441414e-05,2.9485229007181748e-05,7.239955842019951e-05,2.6676856838338718e-05
314.0,8.030736062626635e-05,7.335830186084361e-05,0.00013569407316047844,2.625021031089154e-05
315.0,1.7134051721027613e-05,1.4839453905493439e-05,0.0001338044478951957,1.6708566523040776e-05
316.0,4.2779755894262295e-05,3.907960830891616e-05,0.00011864389276472958,1.9942272693623114e-05
317.0,8.030736062626635e-05,7.335830186084361e-05,0.0001280861461214357,5.170396811341798e-05
318.0,3.43788502586687e-05,3.954949628698252e-05,0.00014469965482202007,1.4425749871476967e-05
319.0,4.2779755894262295e-05,3.907960830891616e-05,0.00010550537556986637,1.6546859669551993e-05
320.0,4.2779755894262295e-05,3.907960830891616e-05,0.00017731411139145826,8.833241466387635e-05
321.0,0.00014185091888653067,9.074423644086741e-05,0.00012135682537987421,7.242400648593078e-05
322.0,5.129140834646937e-05,5.107135564194997e-05,0.0002590399858240143,0.0001164712457147118
323.0,0.0001383699239633549,7.992932793501713e-05,7.302394173330353e-05,1.4715547072219049e-05
324.0,5.991380761528991e-05,5.331772232388133e-05,0.0001201798330272561,4.971248070661464e-05
325.0,0.00019314232723300004,4.682844802972026e-05,0.00018429765511739695,6.318726067604526e-05
326.0,0.00012974752469453437,8.668638460442958e-05,0.0007891691218512934,9.363040574692034e-05
327.0,0.000319599691860091,0.00022284697033213863,0.00010031199509083141,3.1830739208106115e-05
328.0,0.00038932266212272194,0.00023506925678676077,0.00013771611109608136,4.483612386208251e-05
329.0,0.00020328373033018152,0.0001080672508793668,0.00043544719311064715,3.185735355064633e-05
330.0,0.0006991438501129665,9.144492186053397e-05,0.00013510264049931568,4.899754009273985e-05
331.0,0.00044050332365257785,0.00021097609079866127,0.0002258841326338804,7.170557018221123e-05
332.0,0.0005808658974882422,0.0002713745831771847,0.0002852334234587773,3.971520675083988e-05
333.0,0.001443742564549582,0.0005382136071094031,0.00023930982346506208,3.2554108945780396e-05
334.0,0.0006673113838096745,0.0002283238962743976,0.00032034480321807644,5.5943142561011284e-05
335.0,0.00132552672230658,0.00010142790397694038,0.000252365353967517,3.1216872285117435e-05
336.0,0.00102051469821214,0.00016377669122959345,0.0005973129656727657,0.0001054994137850909
337.0,0.0008926490765733015,0.0003266457158431371,0.0004544864607900576,5.711913023335499e-05
338.0,0.0006647649998542978,0.00012768663801926704,0.00015215282089506453,4.4676144772992914e-05
339.0,0.000979586186596079,0.00011112758551034891,0.00019050205456423337,6.691287387377647e-05
340.0,0.0011038114300602369,0.0002481738734570866,0.00026848750208787267,4.916386868159641e-05
341.0,0.0028415386410741697,0.00026749655292437685,0.0002476745464875291,4.7928116212279836e-05
342.0,0.00528444976219972,0.0008449915901267098,0.0003771971708531123,4.592116288094337e-06
343.0,0.008516417740736013,0.0011828530136569167,0.0004918628890505186,6.475221208389613e-05
344.0,0.038839539709410766,0.006879957436218772,0.0003689648605009656,7.458083251769617e-05
345.0,0.036258122808514884,0.0023497937864505546,0.0010913197029729443,4.196719441789321e-05
346.0,0.03524078910920704,0.0022920435750792205,0.0002452323121827323,7.78708375265775e-05
347.0,0.044658023450225355,0.001495891017260057,0.0005530800669075752,1.899572428435094e-05
348.0,0.04956543051257652,0.0013820934950225195,0.0006973595253604015,7.68626731255087e-05
349.0,0.05159310713865652,0.0044316185264339555,0.0016940361090383624,0.00014468511773833688
350.0,0.052251541555121586,0.002070559338609128,0.0007540406567034685,2.8098128115051135e-05
351.0,0.06925948199072321,0.0009150594072197805,0.01571609785233192,0.002280823029683836
352.0,0.059249769188899265,0.0011225497260255307,0.9675714708725136,0.00234586944321024
353.0,0.11595541911604958,0.010582652393805764,0.00033257176346351716,3.88113102686891e-05
354.0,0.06988458215907216,0.002970356468244855,0.00015913636462100325,4.087261344688663e-05
355.0,0.04846656014219302,0.0015491472355987552,0.00010032847041680205,4.433225792423984e-06
356.0,0.061060747166738226,0.005797254885073435,0.00013127396399083835,3.917629435297974e-05
357.0,0.035493575404421905,0.004637028511272317,0.00010677061752204505,6.108719723075323e-06
358.0,0.04111066286364151,0.004475155464876989,0.0001443459698192639,3.5038376592270666e-05
359.0,0.043559453868687474,0.002261199637599411,0.00013497022782899546,4.731085541958369e-05
360.0,0.019150981983054944,0.0026863723803077673,0.00039804307710539726,3.5739831262700626e-05
361.0,0.03189886190759699,0.0028492310258360367,4.2094923485237866e-05,1.5791429229310805e-05
362.0,0.022956475117578763,0.0009252324165223223,5.916157920695735e-05,2.512690878741076e-05
363.0,0.010023748321159992,0.0014128416903500924,4.4625407389595224e-05,3.636417409253863e-05
364.0,0.005119315570430364,0.001194090334701646,3.664732002182569e-05,5.9122770264501375e-06
365.0,0.004088910828705031,0.00042743516921625683,3.248143383656284e-05,8.781732305639284e-06
366.0,0.0034016002427159422,0.0003451966394697754,1.9950824628833012e-05,1.3005676812915428e-05
367.0,0.0019407408112759963,0.00013768354258608803,4.60065866861235e-05,2.47453197643306e-05
368.0,0.002099344904998823,0.00026052776897587894,1.7691039034823507e-05,3.4234368723057023e-06
369.0,0.0019326414873127484,0.0004813589572016664,1.1248891929580508e-05,2.909834133624945e-06
370.0,0.0015251880521194776,0.00023873698595712933,2.212762353043421e-05,3.1095972886331974e-05
371.0,0.0007957307395315803,9.700351833395793e-05,4.373032576614335e-05,9.166433118928157e-06
372.0,0.0019104093711436688,0.0008756937872687684,9.983649977401827e-06,1.0682335078409262e-05
373.0,0.0012128025025164599,5.8422831215424965e-05,9.342791338327165e-06,8.772441626374601e-06
374.0,0.001425926054271477,0.00034626360879728437,6.4421471052429974e-06,5.661273622919622e-06
375.0,0.0009909143530717809,0.00026890304139965543,2.0591683267907673e-05,5.870448472066884e-06
376.0,0.0010729622111596351,0.0003674797020292316,2.6663670044423864e-05,1.632524788875615e-05
377.0,0.000680490794563578,7.599801371221928e-05,3.4017374099089376e-05,3.357289234406932e-05
378.0,0.0005491135192240692,5.118179131203511e-05,1.4790394801739338e-05,6.28172719685269e-06
379.0,0.000582827888583057,0.00015867410696130858,2.086238157825553e-05,1.942132051385316e-05
380.0,0.0006176497261081796,0.00011004287472835888,7.707389057421678e-06,7.261379232335572e-06
381.0,0.00014743531049862932,7.740464606707738e-05,2.8569770635677207e-05,2.5437864766247543e-05
382.0,0.0007364499612117436,0.0001802711685781597,1.4420234473012531e-05,2.4976578764313916e-05
383.0,0.00016575612559817748,3.7516084813987645e-05,1.1248891929580508e-05,2.909834133624945e-06
384.0,0.00026178928093372394,2.0310708618894378e-05,6.4421471052429974e-06,5.661273622919622e-06
385.0,0.0002887324953020926,7.087460121993863e-05,1.315499252083385e-05,1.458580384652549e-05
386.0,0.0002445444823960829,1.130141803366313e-05,9.983649977401827e-06,1.0682335078409262e-05
387.0,0.00031308068928019334,5.949798067561234e-05,3.5415028721588294e-06,6.134062909730198e-06
388.0,0.00017460001850022494,2.8487760783547187e-05,6.4421471052429974e-06,5.661273622919622e-06
389.0,0.00036041745665953845,0.0001291016089817347,7.707389057421678e-06,7.261379232335572e-06
390.0,0.0005488920255908422,7.860859459879558e-05,8.34824769649634e-06,7.4747450388649645e-06
391.0,0.0005124097786432506,0.00026938530132735247,3.5415028721588294e-06,6.134062909730198e-06
392.0,0.00024595273940783034,8.643508135153232e-05,0.0,0.0
393.0,0.00021342513342736301,0.00016991854989806675,7.707389057421678e-06,7.261379232335572e-06
394.0,0.0001962910817063354,0.00018473336701947828,0.0,0.0
395.0,9.744141234729396e-05,5.885521492945729e-05,1.4149536162664676e-05,3.397775415757774e-06
396.0,4.300124952748924e-05,5.390038229069481e-05,8.34824769649634e-06,7.4747450388649645e-06
397.0,3.5897854087029635e-05,4.1825220011729125e-05,2.900644233084168e-06,5.024063186383441e-06
398.0,8.892975989508689e-05,6.975224169474604e-05,4.8067448243375105e-06,8.325526254771306e-06
399.0,4.4520253355850175e-05,4.1387454214343006e-05,0.0,0.0
400.0,1.7134051721027613e-05,1.4839453905493439e-05,2.900644233084168e-06,5.024063186383441e-06
401.0,7.157421454083233e-05,8.373095994568716e-05,8.34824769649634e-06,7.4747450388649645e-06
402.0,8.030736062626635e-05,7.335830186084361e-05,3.5415028721588294e-06,6.134062909730198e-06
403.0,3.5897854087029635e-05,4.1825220011729125e-05,2.900644233084168e-06,5.024063186383441e-06
