Base index shifted,704#TOP#AVERAGE,704#TOP#STD,704#BOT#AVERAGE,704#BOT#STD
-50.0,0.00013203575163549814,7.291828353518715e-05,4.282231308234744e-05,4.1120215942176215e-05
-49.0,0.00012494833755565988,8.871921946381981e-05,4.049366932645729e-05,1.7012022720722157e-05
-48.0,0.00015117219531101853,4.687875476097911e-05,1.548982705608092e-05,2.6829167461587196e-05
-47.0,0.0002906159278455221,0.0001544097369866662,4.510179313603201e-05,3.4793088216532824e-05
-46.0,0.00012370658288653929,7.12614382961832e-05,2.9156070069214177e-05,2.539762978359408e-05
-45.0,9.162625939918594e-05,1.2091621851720972e-05,6.83312150656663e-06,1.1835313623664996e-05
-44.0,0.00024989127195068124,3.6291610251365535e-05,3.366054781989065e-05,2.0472668669742447e-05
-43.0,0.00011723464298062279,1.752981876970147e-05,0.0,0.0
-42.0,0.00010134699899026694,3.336205064322848e-05,0.0,0.0
-41.0,0.0001755442273839733,4.430651547233775e-05,2.3234740584121377e-05,4.02437511923808e-05
-40.0,0.00020022129496356973,2.2315993038011127e-05,7.74491352804046e-06,1.3414583730793598e-05
-39.0,0.000413391872899611,0.00023112458380183473,3.366054781989065e-05,2.0472668669742447e-05
-38.0,0.00016381576460745834,0.00012170622620376665,5.398378736367121e-05,1.0626833733399093e-05
-37.0,0.00021656919379420728,7.469104987506841e-05,3.690098359725464e-05,3.50323175197867e-05
-36.0,0.00024343486335729028,0.00013224286396902954,5.398378736367121e-05,1.0626833733399093e-05
-35.0,0.00016814097147621637,6.157347871614473e-05,2.733248602626652e-05,4.7341254494659985e-05
-34.0,0.0004562686649922488,0.00020977425629187837,3.366054781989065e-05,2.0472668669742447e-05
-33.0,0.00020207852380661208,9.097072448011012e-05,5.183126858370039e-05,5.801110740658831e-05
-32.0,0.00027518921686483795,1.6166793599421188e-05,6.83312150656663e-06,1.1835313623664996e-05
-31.0,0.00034923122592490425,0.0001309200528538632,7.182557339045779e-05,8.654150439921936e-05
-30.0,0.0007274383886643603,0.00034006505857021987,5.415991233959055e-05,2.95027849134968e-05
-29.0,0.0003310206950905858,0.00014184773408218503,5.780708042548586e-05,5.808887266996258e-05
-28.0,0.00015919092539269723,6.393702566317483e-05,4.823858285449775e-05,8.267601927574176e-06
-27.0,0.0002520535363003652,0.00015144000853171621,6.83312150656663e-06,1.1835313623664996e-05
-26.0,0.0008730645569106643,0.00019543126066096775,3.457233984136448e-05,3.042164756821917e-05
-25.0,0.0004467031447348078,0.00020795336930069965,2.9156070069214177e-05,2.539762978359408e-05
-24.0,0.0004430143465131356,0.00020376038638112942,7.74491352804046e-06,1.3414583730793598e-05
-23.0,0.00020207852380661208,9.097072448011012e-05,7.921823696665958e-05,5.275558428614093e-05
-22.0,0.00012804191790718433,0.00012962199497568074,6.1904825867631e-05,1.8216120088119837e-05
-21.0,0.0012287825758846205,0.0004603421665689205,3.366054781989065e-05,2.0472668669742447e-05
-20.0,0.0011266594802261532,0.0004308852374127678,7.74491352804046e-06,1.3414583730793598e-05
-19.0,0.002458492420949223,0.00022432674434226638,1.4578035034607089e-05,1.269881489179704e-05
-18.0,0.002949681273202533,0.000722820079587867,3.366054781989065e-05,2.0472668669742447e-05
