Base index shifted,1500_2#TOP,1500_2#BOT
-50.0,1,1
-46.0,0,1
-42.0,1,0
-40.0,1,0
-39.0,1,0
-37.0,2,0
-36.0,1,0
-35.0,1,1
-34.0,2,0
-33.0,0,1
-31.0,0,1
-30.0,4,0
-29.0,1,0
-28.0,1,0
-27.0,0,1
-26.0,5,0
-25.0,2,0
-24.0,4,0
-22.0,2,0
-21.0,6,0
-20.0,4,0
-19.0,18,0
-18.0,40,0
-17.0,44,0
-16.0,89,1
-15.0,60,0
-14.0,94,0
-13.0,60,0
-12.0,71,0
-11.0,116,0
-10.0,158,0
-9.0,159,1
-8.0,215,0
-7.0,177,3
-6.0,78,0
-5.0,114,1
-4.0,100,2
-3.0,156,4
-2.0,129,5
-1.0,119,4
0.0,158,15289
1.0,129,59
2.0,207,5
3.0,168,12
4.0,126,3
5.0,208,5
6.0,129,1
7.0,224,4
8.0,173,5
9.0,93,8
10.0,41,0
11.0,45,7
12.0,66,2
13.0,45,3
14.0,33,6
15.0,12,6
16.0,22,2
17.0,18,8
18.0,23,2
19.0,4,5
20.0,6,4
21.0,8,8
22.0,7,4
23.0,4,1
24.0,5,1
25.0,2,5
26.0,2,2
27.0,2,0
28.0,1,1
29.0,2,3
30.0,1,1
32.0,1,4
33.0,2,1
34.0,1,2
35.0,1,3
36.0,1,3
37.0,1,0
38.0,3,2
39.0,0,4
40.0,1,5
41.0,1,0
42.0,0,3
43.0,0,5
45.0,0,2
46.0,1,2
47.0,0,2
48.0,0,4
49.0,0,4
50.0,1,2
