Base index,ATMi0_1#TOP,ATMi0_1#BOT
304,1.5428765390193477e-05,0.00017978066758554564
305,0.0,5.992688919518188e-05
306,0.0,3.9951259463454585e-05
307,0.0,1.9975629731727292e-05
308,3.0857530780386954e-05,9.987814865863646e-05
309,0.0,0.00029963444597590937
310,4.628629617058043e-05,0.0005792932622200915
311,1.5428765390193477e-05,7.990251892690917e-05
312,7.714382695096738e-05,9.987814865863646e-05
313,4.628629617058043e-05,9.987814865863646e-05
314,4.628629617058043e-05,0.0
315,4.628629617058043e-05,5.992688919518188e-05
316,9.257259234116086e-05,7.990251892690917e-05
317,6.171506156077391e-05,0.00013982940812209106
318,3.0857530780386954e-05,0.00015980503785381834
319,0.00015428765390193476,0.00013982940812209106
320,0.00010800135773135434,0.00013982940812209106
321,9.257259234116086e-05,0.00019975629731727292
322,9.257259234116086e-05,0.00017978066758554564
323,0.0003702903693646434,3.9951259463454585e-05
324,0.00020057395007251519,0.00011985377839036375
325,0.0003857191347548369,0.00015980503785381834
326,0.00030857530780386953,0.00039951259463454585
327,0.00030857530780386953,0.0
328,0.0007405807387292868,5.992688919518188e-05
329,0.0004165766655352239,0.000479415113561455
330,0.0015428765390193477,7.990251892690917e-05
331,0.0011880149350448977,0.00021973192704900023
332,0.0011417286388743172,0.0002596831865124548
333,0.0020828833276761195,0.00095883022712291
334,0.001681735427531089,0.0007191226703421826
335,0.004242910482303206,0.00029963444597590937
336,0.003980621470669917,0.0009388545973911828
337,0.005631499367420619,0.0008389764487325463
338,0.0056469281328108125,0.0005593176324883642
339,0.006850371833245904,0.0007390983000739098
340,0.009534977011139568,0.0007590739298056371
341,0.014209892924368191,0.0005393420027566369
342,0.017542506248649982,0.0004993907432931823
343,0.010491560465331564,0.0007790495595373644
344,0.025241460178356528,0.000339585705439364
345,0.019717962168667263,0.0013383671920257287
346,0.030641528064924244,0.0003595613351710913
347,0.028064924244761934,0.0003196100757076367
348,0.0070355170179282256,0.0012384890433670922
349,0.06555682414293208,0.00037953696490281854
350,0.05259666121516956,0.0014781966001478197
351,0.1118585490789027,0.0021373923812948205
352,0.11204369426358503,0.9763288787679032
353,0.097448082204462,0.00017978066758554564
354,0.10389730613756287,0.0002397075567807275
355,0.035563304224395964,0.0004993907432931823
356,0.09689264665041504,0.00013982940812209106
357,0.02440830684728608,0.00029963444597590937
358,0.022556855000462863,0.00017978066758554564
359,0.022973431665998086,0.00021973192704900023
360,0.006942944425587064,0.000679171410878728
361,0.006819514302465517,7.990251892690917e-05
362,0.007097232079488999,0.00011985377839036375
363,0.007282377264171321,9.987814865863646e-05
364,0.007081803314098806,0.00013982940812209106
365,0.0042583392476933995,5.992688919518188e-05
366,0.0029006078933563736,7.990251892690917e-05
367,0.0016663066621408955,5.992688919518188e-05
368,0.0015737340697997346,1.9975629731727292e-05
369,0.0008794396272410282,3.9951259463454585e-05
370,0.0008485820964606412,1.9975629731727292e-05
371,0.0003857191347548369,9.987814865863646e-05
372,0.0008485820964606412,0.0
373,0.0006325793809979325,0.0
374,0.0008794396272410282,0.0
375,0.0004320054309254174,3.9951259463454585e-05
376,0.0005862930848273522,0.00021973192704900023
377,0.00030857530780386953,3.9951259463454585e-05
378,0.0002622890116332891,3.9951259463454585e-05
379,0.0003702903693646434,3.9951259463454585e-05
380,0.0003857191347548369,1.9975629731727292e-05
381,9.257259234116086e-05,1.9975629731727292e-05
382,0.00020057395007251519,0.0
383,0.0001388588885117413,0.0
384,9.257259234116086e-05,0.0
385,0.00010800135773135434,1.9975629731727292e-05
386,0.00012343012312154782,1.9975629731727292e-05
387,7.714382695096738e-05,1.9975629731727292e-05
388,6.171506156077391e-05,0.0
389,0.00012343012312154782,3.9951259463454585e-05
390,0.00020057395007251519,5.992688919518188e-05
391,9.257259234116086e-05,3.9951259463454585e-05
392,0.0001388588885117413,3.9951259463454585e-05
393,3.0857530780386954e-05,1.9975629731727292e-05
394,1.5428765390193477e-05,0.0
395,1.5428765390193477e-05,0.0
396,0.0,0.0
397,1.5428765390193477e-05,0.0
398,0.0,1.9975629731727292e-05
399,0.0,0.0
400,3.0857530780386954e-05,0.0
401,1.5428765390193477e-05,0.0
402,3.0857530780386954e-05,0.0
403,0.0,1.9975629731727292e-05
