Fractional Basecounts,AT_1
1,0.45218700876122636
2,0.45566621596367995
3,0.4566885422506568
4,0.4571117633479537
5,0.4577603359386164
6,0.45801316932141717
7,0.4583759302619574
8,0.45848036144180987
9,0.4585408215985665
10,0.45858479262166235
11,0.45862876364475813
12,0.4586727346678539
13,0.4588925897833328
14,0.4589365608064286
15,0.45902450285262014
16,0.45906297749782893
17,0.45907946663148985
18,0.4590959557651508
19,0.4591124448988117
20,0.4592663434796469
21,0.45931581088062967
22,0.4593432927700645
23,0.45935978190372545
24,0.4593762710373864
25,0.4593927601710473
26,0.45942024206048215
27,0.4594312348162561
28,0.45945871670569094
29,0.4594916949730128
30,0.4595026877287867
31,0.4595301696182216
32,0.4595906297749783
33,0.4596126152865262
34,0.4596291044201871
35,0.4596675790653959
36,0.45967857182116983
37,0.45980498851257023
38,0.4598324704020051
39,0.4598709450472139
40,0.45989842693664873
41,0.4599039233145357
42,0.4599643834712924
43,0.4599918653607273
44,0.4600083544943882
45,0.460046829139597
46,0.46007431102903185
47,0.46009629654057976
48,0.4601237784300146
49,0.46014576394156254
50,0.4601897349646583
51,0.4602062240983192
52,0.4602666842550759
53,0.46029966252239773
54,0.4603271444118326
55,0.4603381371676065
56,0.4603491299233805
57,0.46035462630126744
58,0.4604645538590069
59,0.46049753212632877
60,0.4605085248821027
61,0.4605250140157636
62,0.46055799228308547
63,0.46057448141674634
64,0.4606734162187119
65,0.4607338763754686
66,0.4607503655091295
67,0.4607888401543383
68,0.46082181842166015
69,0.46086029306686893
70,0.4609042640899647
71,0.46098121338038234
72,0.4610141916477042
73,0.46104167353713904
74,0.4610691554265739
75,0.4610856445602348
76,0.46115160109487846
77,0.4611900757400873
78,0.46121755762952216
79,0.46127252140839187
80,0.4613274851872616
81,0.46135496707669643
82,0.4613934417219053
83,0.4614593982565489
84,0.4615198584133056
85,0.46159131132583625
86,0.4617012388835757
87,0.46176719541821937
88,0.46182765557497607
89,0.461849641086524
90,0.4619705614000374
91,0.46204201431256803
92,0.46205850344622895
93,0.46209697809143774
94,0.4621409491145335
95,0.4621904165155163
96,0.46222339478283814
97,0.4622838549395948
98,0.4623113368290297
99,0.4623443150963515
100,0.46237179698578634
101,0.46244874627620397
102,0.4624817245435258
103,0.4625421847002825
104,0.4626356231243611
105,0.46283898910617904
106,0.4628829601292748
107,0.46293242753025754
108,0.4629818949312403
109,0.46299288768701424
110,0.46305334784377095
111,0.4631248007563016
112,0.46321274280249314
113,0.4632567138255889
114,0.4633226703602326
115,0.4633831305169893
116,0.4634820653189548
117,0.46349305807472874
118,0.4635425254757115
119,0.4636029856324682
120,0.4637239059459816
121,0.46383932988160803
122,0.46383383350372104
123,0.46389979003836473
124,0.4639437610614605
125,0.46400971759610415
126,0.4640921632644088
127,0.4641416306653915
128,0.4642185799558091
129,0.4642845364904528
130,0.4643175147577746
131,0.4643724785366444
132,0.46441095318185316
133,0.4644879024722708
134,0.4645538590069144
135,0.464641801053106
136,0.4646088227857842
137,0.46467477932042783
138,0.46469676483197575
139,0.46468577207620176
140,0.4646802756983148
141,0.46468577207620176
142,0.4647077575877497
143,0.4647847068781673
144,0.46485615979069794
145,0.4649441018368895
146,0.4649935692378722
147,0.46507601490617684
148,0.4651034967956117
149,0.4651199859292726
150,0.46519693521969024
151,0.4652189207312381
152,0.46525189899855995
153,0.4651749497081423
154,0.4651584605744814
155,0.4652024315975772
156,0.4652079279754642
157,0.4652024315975772
158,0.46509250403983776
159,0.46496608734843736
160,0.4650045619936462
161,0.4649935692378722
162,0.4649605909705504
163,0.4649276127032286
164,0.46485615979069794
165,0.4647682177445064
166,0.4647077575877497
167,0.46469126845408876
168,0.4645593553848014
169,0.4644274423155141
170,0.4642625509789049
171,0.4640811705086348
172,0.46418560168848727
173,0.4642130835779221
174,0.46411414877595664
175,0.46390528641625167
176,0.4638008552363992
177,0.46377337334696433
178,0.46363046752190307
179,0.4633666413833284
180,0.4632622102034759
181,0.463240224691928
182,0.4630973188668667
183,0.46288845650716176
184,0.4627015796590047
185,0.4625256955666216
186,0.4624047752531082
187,0.4621849201376293
188,0.4620090360452462
189,0.4618606338422979
190,0.4617067352614627
191,0.46155833305851446
192,0.46131649243148765
193,0.4611131264496697
194,0.4609042640899647
195,0.46057448141674634
196,0.46025019512141496
197,0.4599918653607273
198,0.45969506095483076
199,0.4595301696182216
200,0.45929932174696875
201,0.45907946663148985
202,0.45884312238235003
203,0.45858479262166235
204,0.4582660027042179
205,0.4580296584550781
206,0.45785927074058197
207,0.4577053721597467
208,0.4574305532653981
209,0.4572326836614671
210,0.4570183249238752
211,0.4567544987853005
212,0.4565236509140476
213,0.4563697523332124
214,0.4561498972177335
215,0.4558146181666282
216,0.4555727775396014
217,0.45531994415680066
218,0.455050621640339
219,0.4547208389671207
220,0.45460541503149426
221,0.4543525816486935
222,0.4540722663764579
223,0.45378645472633533
224,0.45352262858776066
225,0.45330277347228176
226,0.4531104002462377
227,0.45296199804328946
228,0.4527091646604887
229,0.4525827479690884
230,0.45245633127768803
231,0.45235190009783555
232,0.452258461673757
233,0.45216502324967844
234,0.45207158482559995
235,0.4519231826226517
236,0.4518022623091383
237,0.4517033275071728
238,0.45156042168211147
239,0.451455990502259
240,0.4513185810550847
241,0.45123063900889315
242,0.4510932295617188
243,0.45100528751552726
244,0.450862381690466
245,0.4507029867317438
246,0.45060954830766525
247,0.4505655772845695
248,0.4504776352383779
249,0.4503182402796557
250,0.4502467873671251
251,0.45014785256515955
252,0.4500709032747419
253,0.44997196847277643
254,0.44985654453715
255,0.44977409886884545
256,0.4496806604447669
257,0.44960920753223627
258,0.4495157691081577
259,0.44942782706196616
260,0.44931240312633974
261,0.44926293572535697
262,0.44919697919071333
263,0.44915300816761755
264,0.449065066121426
265,0.4489991095867823
266,0.44891666391847773
267,0.4488287218722862
268,0.44875177258186855
269,0.44865833415779
270,0.4486198595125812
271,0.44857039211159844
272,0.4485429102221636
273,0.4485209247106157
274,0.44843298266442416
275,0.44835603337400654
276,0.4483450406182326
277,0.44825160219415405
278,0.44818564565951036
279,0.44813068188064065
280,0.44803724345656215
281,0.4479987688113533
282,0.44796579054403146
283,0.4478833448757269
284,0.44773494267277864
285,0.447668986138135
286,0.4476030296034913
287,0.4475370730688476
288,0.44745462740054304
289,0.44741065637744726
290,0.44729523244182084
291,0.4471578229946465
292,0.4470918664600029
293,0.44699293165803733
294,0.44679506205410635
295,0.446657652606932
296,0.44656971056074046
297,0.446470775758775
298,0.44635535182314856
299,0.44633336631160064
300,0.44629489166639186
301,0.4462509206432961
302,0.4461849641086524
303,0.44606954017302597
304,0.4459815981268344
305,0.4457617430113555
306,0.4457067792324858
307,0.44567380096516396
308,0.44567929734305095
309,0.4456298299420682
310,0.4455308951401027
311,0.44545394584968506
312,0.4455199023843287
313,0.445464938605459
314,0.4455089096285548
315,0.445470434983346
316,0.4455199023843287
317,0.4455418878958766
318,0.44549791687278084
319,0.4455473842737636
320,0.44573426112192066
321,0.4458276995459992
322,0.4460310655278172
323,0.44628939528850486
324,0.4466851344963669
325,0.4470259099253592
326,0.44763600787081315
327,0.4482186239268322
328,0.44885620376172103
329,0.44943332343985315
330,0.45016983807670746
331,0.45106574767228397
332,0.45224197254009607
333,0.453852411260979
334,0.4552374984884961
335,0.4571557343710495
336,0.45930481812485574
337,0.4624212643867691
338,0.46653255504622454
339,0.4721168749793886
340,0.47961393441721906
341,0.48808934911893065
342,0.49777396695577614
343,0.5110752014422496
344,0.5236014466466599
345,0.5397937759016808
346,0.5577834207257417
347,0.5773340368697029
348,0.5985830337807385
349,0.6207224439094636
350,0.6430762127757808
351,0.6683595510558542
352,0.6916916751860523
353,0.28865877386802097
354,0.31147423847684375
355,0.3425452626718992
356,0.3679000538645033
357,0.38918752542074775
358,0.4140201607140894
359,0.42983873627279623
360,0.44774593542855257
361,0.46103068078136505
362,0.4699952731150172
363,0.47676131429388036
364,0.4823346414712704
365,0.48680319669337907
366,0.4911893062471831
367,0.49329441897789356
368,0.4942233068407919
369,0.495399531708604
370,0.4964493398850158
371,0.4974276951488969
372,0.497999318449142
373,0.49838956127911704
374,0.49874682584177027
375,0.49935142740933725
376,0.49980762677395596
377,0.5002253514933659
378,0.5005386450329233
379,0.5007804856599501
380,0.5010278226648639
381,0.5012311886466818
382,0.5014675328958217
383,0.5017588409238312
384,0.5019731996614232
385,0.502198551154789
386,0.5023634424913982
387,0.5026272686299729
388,0.5028306346117908
389,0.5030614824830437
390,0.5033088194879575
391,0.5035616528707582
392,0.5037485297189153
393,0.5038749464103156
394,0.5040233486132638
395,0.5041222834152294
396,0.5042212182171949
397,0.5042761819960646
398,0.5042981675076125
399,0.5043806131759171
400,0.5046334465587178
401,0.5047488704943442
402,0.5048258197847618
403,0.504996207499258
