Fractional Basecounts,400_2
1,0.5719118904269058
2,0.5791330920202994
3,0.5803335940484202
4,0.5807337613911272
5,0.5815704749258781
6,0.581861505720574
7,0.5820615893919275
8,0.58215253651527
9,0.5823526201866235
10,0.5823889990359605
11,0.5824617567346345
12,0.5825163250086399
13,0.5826436509813194
14,0.582734598104662
15,0.5827891663786674
16,0.5828619240773414
17,0.5828983029266784
18,0.5829164923513469
19,0.5829164923513469
20,0.582952871200684
21,0.5829892500500209
22,0.5830438183240264
23,0.5830620077486949
24,0.5831347654473689
25,0.5831347654473689
26,0.5831529548720374
27,0.5831529548720374
28,0.5832075231460428
29,0.5832439019953799
30,0.5832620914200484
31,0.5832984702693854
32,0.5833348491187224
33,0.5834257962420648
34,0.5834621750914019
35,0.5835349327900758
36,0.5835349327900758
37,0.5835531222147443
38,0.5835895010640814
39,0.5836258799134183
40,0.5836258799134183
41,0.5836258799134183
42,0.5836440693380869
43,0.5836440693380869
44,0.5836440693380869
45,0.5836440693380869
46,0.5836804481874238
47,0.5836986376120923
48,0.5836986376120923
49,0.5836986376120923
50,0.5837168270367609
51,0.5837350164614293
52,0.5837168270367609
53,0.5837532058860978
54,0.5837895847354349
55,0.5838077741601033
56,0.5838259635847718
57,0.5838805318587773
58,0.5838805318587773
59,0.5839351001327828
60,0.5839169107081144
61,0.5839169107081144
62,0.5839351001327828
63,0.5838259635847718
64,0.5837713953107663
65,0.5834439856667334
66,0.582807355803336
67,0.582116157665933
68,0.5814795278025356
69,0.5812976335558506
70,0.5811339287338342
71,0.5808974662131436
72,0.5808428979391382
73,0.5808792767884752
74,0.5808247085144697
75,0.5807883296651327
76,0.5806791931171217
77,0.5806610036924532
78,0.5806610036924532
79,0.5806791931171217
80,0.5806973825417902
81,0.5807155719664587
82,0.5806973825417902
83,0.5807519508157957
84,0.5807883296651327
85,0.5807701402404641
86,0.5807701402404641
87,0.5808247085144697
88,0.5808792767884752
89,0.5808792767884752
90,0.5809520344871492
91,0.5810611710351602
92,0.5811521181585027
93,0.5812612547065137
94,0.5813158229805191
95,0.5813340124051877
96,0.5814613383778671
97,0.5814613383778671
98,0.5815704749258781
99,0.581606853775215
100,0.5816250431998836
101,0.5816796114738891
102,0.5816796114738891
103,0.5816614220492206
104,0.5815886643505466
105,0.5816250431998836
106,0.5816432326245521
107,0.5815159066518726
108,0.581534096076541
109,0.5815159066518726
110,0.5814977172272041
111,0.5815159066518726
112,0.5815886643505466
113,0.5815704749258781
114,0.5815159066518726
115,0.5814795278025356
116,0.5814613383778671
117,0.5814249595285301
118,0.5814795278025356
119,0.5814977172272041
120,0.5815522855012096
121,0.581534096076541
122,0.5815704749258781
123,0.5815704749258781
124,0.5815159066518726
125,0.581534096076541
126,0.5815159066518726
127,0.5814795278025356
128,0.5812794441311822
129,0.5812430652818451
130,0.5812612547065137
131,0.5811703075831711
132,0.5812066864325082
133,0.5812066864325082
134,0.5812612547065137
135,0.5812612547065137
136,0.5812976335558506
137,0.5812976335558506
138,0.5812430652818451
139,0.5812976335558506
140,0.5812976335558506
141,0.5812976335558506
142,0.5814067701038617
143,0.581534096076541
144,0.5813522018298561
145,0.5814067701038617
146,0.5815159066518726
147,0.5816432326245521
148,0.5817341797478945
149,0.5817341797478945
150,0.5818978845699111
151,0.5820615893919275
152,0.5821343470906015
153,0.5823162413372865
154,0.5825163250086399
155,0.5825708932826454
156,0.5826436509813194
157,0.582952871200684
158,0.5830438183240264
159,0.5830074394746895
160,0.5830801971733635
161,0.5834621750914019
162,0.5836986376120923
163,0.5837895847354349
164,0.5838623424341088
165,0.5840806155301308
166,0.5840988049547993
167,0.5841351838041363
168,0.5843170780508212
169,0.5846262982701858
170,0.5847718136675337
171,0.5850810338868981
172,0.5852811175582516
173,0.5852811175582516
174,0.5852083598595776
175,0.5856812849009586
176,0.5857358531749641
177,0.585844989722975
178,0.5859723156956546
179,0.5860996416683341
180,0.5865179984357095
181,0.5871910071484439
182,0.5882278043545482
183,0.5899194208487185
184,0.5921930989322808
185,0.5975407897848191
186,0.6002146352110883
187,0.6057442203103116
188,0.6086727176819398
189,0.6125834439856668
190,0.6195681830583699
191,0.6310093311748549
192,0.6415773869072521
193,0.6611310184258872
194,0.674609382105244
195,0.6814486057805992
196,0.6969641850228278
197,0.7124979536897248
198,0.7333248449351547
199,0.7483129308619968
200,0.7666842497771795
201,0.2416646961456609
202,0.25998144678683816
203,0.2882841915710206
204,0.3122214744347636
205,0.3262818997035124
206,0.349255143059825
207,0.357476763009986
208,0.37601178674718516
209,0.39058151590665185
210,0.3968932462666206
211,0.3993306291721993
212,0.40267748331120284
213,0.40695199810829985
214,0.40924386561653053
215,0.41151754370009275
216,0.41239063608418064
217,0.4136275169616385
218,0.41493715553777033
219,0.4159921421685432
220,0.4162831729632392
221,0.41666515088127765
222,0.41750186441602855
223,0.417738326936719
224,0.4185204721974644
225,0.41904796551285084
226,0.4195027011295633
227,0.4198664896229332
228,0.4199938155956127
229,0.4201393309929607
230,0.4203030358149772
231,0.42046674063699363
232,0.42061225603434166
233,0.4208669079797006
234,0.42124888589773907
235,0.42152172726776654
236,0.4218491369117995
237,0.4224130090765229
238,0.4227222292958874
239,0.4230132600905833
240,0.4232861014606108
241,0.4233952380086218
242,0.4235589428306383
243,0.42390454189933974
244,0.4239772995980137
245,0.4240500572966877
246,0.42426833039270967
247,0.42434108809138366
248,0.4243956563653892
249,0.42450479291340015
250,0.4245593611874056
251,0.42463211888607966
252,0.42470487658475364
253,0.4247230660094221
254,0.42477763428342763
255,0.42470487658475364
256,0.42466849773541665
257,0.42463211888607966
258,0.42454117176273715
259,0.42466849773541665
260,0.42461392946141113
261,0.42463211888607966
262,0.42470487658475364
263,0.4249049602561071
264,0.4249959073794496
265,0.4250504756534551
266,0.4250504756534551
267,0.42510504392746057
