Base index shifted,ATMi3_3#TOP,ATMi3_3#BOT
-49.0,7.517666516313337e-05,0
-48.0,5.638249887235002e-05,0.00011742602160638798
-47.0,1.8794166290783342e-05,9.133135013830176e-05
-46.0,1.8794166290783342e-05,7.828401440425865e-05
-45.0,3.7588332581566684e-05,2.6094671468086216e-05
-44.0,7.517666516313337e-05,7.828401440425865e-05
-43.0,1.8794166290783342e-05,0.00022180470747873283
-42.0,5.638249887235002e-05,0.0006915087939042847
-41.0,0.00043226582468801686,9.133135013830176e-05
-40.0,0.0001315591640354834,9.133135013830176e-05
-39.0,0.00015035333032626674,0.00011742602160638798
-38.0,0.00015035333032626674,0.0001435206930744742
-37.0,0.00030070666065253347,6.523667867021554e-05
-36.0,7.517666516313337e-05,6.523667867021554e-05
-35.0,0.0001879416629078334,0.0001565680288085173
-34.0,9.39708314539167e-05,7.828401440425865e-05
-33.0,0.0002255299954894001,2.6094671468086216e-05
-32.0,0.0003195008269433168,0.00010437868587234486
-31.0,0.0002443241617801834,0.0001696153645425604
-30.0,0.0003758833258156668,0.0004305620792234226
-29.0,0.00015035333032626674,0.00010437868587234486
-28.0,0.0006765899864682003,0.00013047335734043107
-27.0,0.00039467749210645017,0.00026094671468086214
-26.0,0.0011840324763193505,0.0008350294869787589
-25.0,0.0007893549842129003,0.0001435206930744742
-24.0,0.0004886483235603668,0.0001696153645425604
-23.0,0.0007893549842129003,0.00041751474348937945
-22.0,0.0004698541572695835,0.00019571003601064662
-21.0,0.000714178319049767,0.00020875737174468973
-20.0,0.0012216208089009173,0.0002870413861489484
-19.0,0.0010712674785746505,0.00019571003601064662
-18.0,0.001766651631333634,0.0004566567506915088
-17.0,0.0011840324763193505,0.00019571003601064662
-16.0,0.0020485641256953843,0.0006523667867021554
-15.0,0.0017854457976244173,0.0006915087939042847
-14.0,0.0018982107953691174,0.00022180470747873283
-13.0,0.003251390768305518,0.00018266270027660352
-12.0,0.007047812359043753,0.0002870413861489484
-11.0,0.009190347316193054,0.0003522780648191639
-10.0,0.012573297248534055,0.0006523667867021554
-9.0,0.0358780634491054,0.0007306508011064141
-8.0,0.03484438430311231,0.0004305620792234226
-7.0,0.040351075026311835,0.0013308282448723971
-6.0,0.06014133213050669,0.0001565680288085173
-5.0,0.03751315591640355,0.0007045561296383278
-4.0,0.084836866636596,0.00096550284431919
-3.0,0.05587505638249887,0.0014221595950106988
-2.0,0.069049766952338,0.0015787276238192162
-1.0,0.05850623966320854,0.011677365481968582
0.0,0.08902796571944069,0.9687255362454986
1.0,0.05604420387911592,0.00026094671468086214
2.0,0.04337693579912795,0.0001565680288085173
3.0,0.0805517967222974,9.133135013830176e-05
4.0,0.03625394677492107,0.00024789937894681907
5.0,0.03491956096827545,0.00020875737174468973
6.0,0.0347504134716584,9.133135013830176e-05
7.0,0.013024357239512856,0.00024789937894681907
8.0,0.027213952789054276,0.0005088460936276812
9.0,0.016576454668470908,3.914200720212933e-05
10.0,0.008701698992632687,6.523667867021554e-05
11.0,0.004548188242369569,1.3047335734043108e-05
12.0,0.0039091865884829345,5.218934293617243e-05
13.0,0.0032889791008870847,5.218934293617243e-05
14.0,0.0022552999548940008,6.523667867021554e-05
15.0,0.002198917456021651,3.914200720212933e-05
16.0,0.0014659449706811007,0.0
17.0,0.0012028266426101339,2.6094671468086216e-05
18.0,0.0006202074875958502,1.3047335734043108e-05
19.0,0.0016914749661705007,3.914200720212933e-05
20.0,0.0009585024808299504,1.3047335734043108e-05
21.0,0.0015599158021350173,5.218934293617243e-05
22.0,0.0006390016538866336,6.523667867021554e-05
23.0,0.0007329724853405503,2.6094671468086216e-05
24.0,0.0007329724853405503,0.0001565680288085173
25.0,0.000657795820177417,1.3047335734043108e-05
26.0,0.0005262366561419336,0.0
27.0,0.0006765899864682003,1.3047335734043108e-05
28.0,0.0002255299954894001,0.0
29.0,0.00033829499323410016,0.0
30.0,0.00011276499774470004,0.0
31.0,0.00015035333032626674,2.6094671468086216e-05
32.0,0.0003195008269433168,1.3047335734043108e-05
33.0,0.0002819124943617501,0.0
34.0,0.0002819124943617501,0.0
35.0,7.517666516313337e-05,1.3047335734043108e-05
36.0,0.0002631183280709668,1.3047335734043108e-05
37.0,0.0005262366561419336,1.3047335734043108e-05
38.0,0.00015035333032626674,0.0
39.0,0.0001315591640354834,0.0
40.0,5.638249887235002e-05,0.0
41.0,3.7588332581566684e-05,1.3047335734043108e-05
42.0,3.7588332581566684e-05,1.3047335734043108e-05
43.0,1.8794166290783342e-05,0.0
44.0,0.0,1.3047335734043108e-05
45.0,3.7588332581566684e-05,1.3047335734043108e-05
46.0,5.638249887235002e-05,3.914200720212933e-05
47.0,3.7588332581566684e-05,2.6094671468086216e-05
48.0,0.0,1.3047335734043108e-05
49.0,1.8794166290783342e-05,1.3047335734043108e-05
50.0,0.0,1.3047335734043108e-05
51.0,0,0.0
