Base index shifted,400_1#TOP,400_1#BOT
-200.0,46697,0
-199.0,557,0
-198.0,77,0
-197.0,29,0
-196.0,72,0
-195.0,43,0
-194.0,24,0
-193.0,8,0
-192.0,17,0
-191.0,2,0
-190.0,2,0
-189.0,4,0
-188.0,12,0
-187.0,6,0
-186.0,5,0
-185.0,3,0
-184.0,1,0
-183.0,2,0
-182.0,1,0
-181.0,2,0
-180.0,0,0
-179.0,3,0
-178.0,1,0
-177.0,6,0
-176.0,0,0
-175.0,6,0
-174.0,2,0
-173.0,0,0
-172.0,2,0
-171.0,4,0
-170.0,2,0
-169.0,1,0
-168.0,4,0
-167.0,5,0
-166.0,5,0
-165.0,2,0
-164.0,1,0
-163.0,1,0
-162.0,2,0
-161.0,1,0
-160.0,0,0
-159.0,1,0
-158.0,0,0
-157.0,10,0
-156.0,1,0
-155.0,3,0
-154.0,0,0
-153.0,3,0
-152.0,3,1
-151.0,2,0
-150.0,0,0
-149.0,2,0
-148.0,0,0
-147.0,2,0
-146.0,0,0
-145.0,1,0
-144.0,0,0
-143.0,3,2
-142.0,2,0
-141.0,2,1
-140.0,4,0
-139.0,2,0
-138.0,5,2
-137.0,0,0
-136.0,1,10
-135.0,1,5
-134.0,3,13
-133.0,1,5
-132.0,0,4
-131.0,2,1
-130.0,0,1
-129.0,0,1
-128.0,1,0
-127.0,6,1
-126.0,1,6
-125.0,0,0
-124.0,4,0
-123.0,2,0
-122.0,0,0
-121.0,2,0
-120.0,2,0
-119.0,3,0
-118.0,5,0
-117.0,5,0
-116.0,2,2
-115.0,1,2
-114.0,2,3
-113.0,3,0
-112.0,2,2
-111.0,5,0
-110.0,3,1
-109.0,0,1
-108.0,5,1
-107.0,3,0
-106.0,2,1
-105.0,2,0
-104.0,4,0
-103.0,4,0
-102.0,8,0
-101.0,1,1
-100.0,4,2
-99.0,2,0
-98.0,5,1
-97.0,0,1
-96.0,0,1
-95.0,2,3
-94.0,3,3
-93.0,3,3
-92.0,5,1
-91.0,0,0
-90.0,1,0
-89.0,1,0
-88.0,4,1
-87.0,0,2
-86.0,2,1
-85.0,4,5
-84.0,1,2
-83.0,8,4
-82.0,5,0
-81.0,3,2
-80.0,2,0
-79.0,3,3
-78.0,3,3
-77.0,3,0
-76.0,3,2
-75.0,8,5
-74.0,6,6
-73.0,1,11
-72.0,5,3
-71.0,5,0
-70.0,2,6
-69.0,4,3
-68.0,4,2
-67.0,4,3
-66.0,2,3
-65.0,4,1
-64.0,0,5
-63.0,1,6
-62.0,0,2
-61.0,7,1
-60.0,4,4
-59.0,4,1
-58.0,6,0
-57.0,4,7
-56.0,4,3
-55.0,9,4
-54.0,5,5
-53.0,8,3
-52.0,9,2
-51.0,24,4
-50.0,12,2
-49.0,9,2
-48.0,9,6
-47.0,10,5
-46.0,3,1
-45.0,12,2
-44.0,10,2
-43.0,15,2
-42.0,15,1
-41.0,8,4
-40.0,19,4
-39.0,20,5
-38.0,7,8
-37.0,12,14
-36.0,19,4
-35.0,8,7
-34.0,41,6
-33.0,17,2
-32.0,19,5
-31.0,26,4
-30.0,34,8
-29.0,26,11
-28.0,18,7
-27.0,12,3
-26.0,54,2
-25.0,25,2
-24.0,21,4
