Base index,ATMi1#TOP#AVERAGE,ATMi1#TOP#STD,ATMi1#BOT#AVERAGE,ATMi1#BOT#STD
304.0,2.994158765868674e-05,1.2655799422230172e-05,0.00015889874492765053,1.7023599304654584e-05
305.0,6.782036566733628e-05,4.269795040856967e-05,3.765499457457618e-05,2.4868238485462443e-05
306.0,7.80689806950493e-05,3.425034657752731e-05,6.401597118773116e-05,1.4897824271004789e-05
307.0,5.7070292481267186e-05,1.3268554881907304e-05,3.397772529255709e-05,1.9320084732942076e-05
308.0,7.246466761570345e-05,2.972929009957095e-05,6.563631932114222e-05,3.9103006529366025e-05
309.0,0.0001005412608837144,7.707212314963908e-05,0.0003149120120496789,3.871198642861165e-05
310.0,7.016536562350142e-05,3.2140210316688695e-06,0.0005331387151334317,1.673440413335601e-05
311.0,7.057822063216094e-05,4.3852912259468493e-05,7.009888741802436e-05,5.6953730932889716e-05
312.0,0.00019528996521207546,7.106329984102628e-05,0.0001463763624746354,3.645292987382225e-05
313.0,0.00011384882287305249,5.950967736744815e-05,0.00011244189502422942,2.8630628232148925e-05
314.0,0.00010639163808857904,4.459656424580243e-05,9.343678850634135e-05,5.398833848517853e-05
315.0,7.367074287220092e-05,9.134982187081943e-06,8.37631186783312e-05,3.149861089573054e-05
316.0,0.00017940346182660166,0.00010025207353290515,9.265148969147829e-05,4.961730419703061e-06
317.0,7.507718429025408e-05,2.7764730774647796e-05,0.00011099590979065139,3.1831898059460294e-05
318.0,0.00012599600756985622,5.4524312747228e-05,0.0001498360110146704,4.996693393666512e-05
319.0,0.00034394928922483394,6.739781575237687e-05,4.873139179401325e-05,4.289660613040716e-05
320.0,0.00016954624921468146,3.537928631526822e-05,0.00012334392934383343,2.660464708647459e-05
321.0,0.0003034805326434343,0.0001463427369322822,0.0001408597927859924,1.168948641812826e-05
322.0,0.0002407173239331247,3.839820119160937e-05,0.0003481844615501412,4.645619442393377e-05
323.0,0.0004550320127346771,9.834642731006176e-05,0.0001067077045936023,1.5910074944891078e-05
324.0,0.00032468237979700176,7.288837070626161e-05,9.62855011313463e-05,2.2320359004146173e-06
325.0,0.0005475353574331839,4.228568129284806e-05,0.00021524688540106588,9.186798305866996e-05
326.0,0.0004720910160982334,8.046077489456462e-05,0.0008329340180276919,0.0001503907523463807
327.0,0.00058481691524433,0.000266239474085133,0.00017750404361095882,0.00010701073583839398
328.0,0.0009254611933820201,0.00018821262858778333,0.000238671302173685,0.00011366795391817983
329.0,0.00039204698526994506,0.0001672734930060966,0.0006410682915570941,0.00010573137197816978
330.0,0.0007975087954935619,0.00015286798965474026,0.0002572844250497559,5.2006787348798135e-05
331.0,0.0004603016585388076,6.224605486291902e-05,0.00032515202841933925,8.669600240376757e-05
332.0,0.000550594304394809,5.725717901723904e-05,0.0003307564453235131,6.91209889368381e-05
333.0,0.0010059626916739972,0.00011706498338457241,0.0003655692199346182,3.3295418367426964e-05
334.0,0.0006573019499439664,0.00012496680496443464,0.00043289941775040587,0.00022671155411265115
335.0,0.0016812836561124987,0.0002629867700674393,0.00034695609705854733,8.741320729926011e-05
336.0,0.001035725365763995,7.383295799995953e-05,0.0009303600364351011,0.00011533477652648705
337.0,0.0014334371436047226,0.00016371134727132558,0.0008367921428710779,0.00010469829374786714
338.0,0.0011885621943541133,0.00020048207222587354,0.0004097515279474472,4.704183155361372e-05
339.0,0.0016957983788672682,0.0003244632130481506,0.00045703560297665364,0.00010965686761492466
340.0,0.0032663426868920955,0.0006201277132160761,0.001168770460024651,0.00019720050048563497
341.0,0.00628936209438109,0.0004687446902406817,0.0010370244831865523,9.315340519955267e-05
342.0,0.008454907111150788,0.00019644224456784277,0.0011788426061560121,0.0001958192615789331
343.0,0.008953660034700595,0.0004301538937104238,0.00094669861742058,3.106201278944792e-05
344.0,0.029505519360859985,0.0035756201270017948,0.000808504018635768,0.0002652553521741645
345.0,0.02789840649022703,0.0009289128873316845,0.0015752929454971151,0.0001317116492386857
346.0,0.03342561613085922,0.003583722592346007,0.00038430562367560843,0.00011035805174857959
347.0,0.035471034397030005,0.004911906840670353,0.0005620429364140766,8.06927216239113e-05
348.0,0.010680097325498936,0.0008993846818961651,0.0014596025300133008,0.00015145076614438613
349.0,0.07331782640006611,0.0036038037974024583,0.0009213392288330433,0.00021538889749698152
350.0,0.03903558816267586,0.004955630997493887,0.0028526967612116844,0.0009938234065549859
351.0,0.10275213671678102,0.0051235876899995625,0.021086607228984987,0.003090025124516368
352.0,0.09018843917249919,0.006075162849648923,0.9503612689207781,0.0017772002023495486
353.0,0.06076340423746803,0.0030674594450378965,0.0002756721029910801,0.00010004254019117092
354.0,0.0949502051263675,0.006443349230524719,0.000259646814155879,7.698360404150489e-05
355.0,0.0311374556563255,0.006702420487548217,0.00046728477507030535,7.868813924552955e-05
356.0,0.10724395034124057,0.0021553587307661646,0.00014405723121066347,4.119638800752831e-05
357.0,0.04971401897081891,0.0020627660984685455,0.0002882023096368578,3.532912725143303e-05
358.0,0.029996515924562463,0.007158837905245056,0.0002302259968372688,2.765700525634572e-05
359.0,0.04153494816959716,0.007530869158429876,0.0004426817443097773,7.851639051087745e-05
360.0,0.014770137027178129,0.0019924358245115917,0.00100099766093815,9.968449347734623e-05
361.0,0.022303168863034184,0.002352717484186587,7.145835696730023e-05,1.368679883022462e-05
362.0,0.011122496012880956,0.0018641603104829142,0.00012820630527529534,1.3987484500759526e-05
363.0,0.012602746393664885,0.0019940422648065674,0.0001146299212305194,3.725470726774681e-05
364.0,0.006907954262690723,0.000864024706124512,8.393748157816425e-05,2.275306121401533e-05
365.0,0.004440470541318237,0.00026393649002157615,0.00013757450714579049,2.631224225400349e-05
366.0,0.002924291991411838,0.0003061019505286164,8.709166216068422e-05,2.2404040305234998e-05
367.0,0.0017697007582252674,0.0004448702438153203,0.00011445555833068636,3.3095945141869676e-05
368.0,0.0020448107644933412,0.0006133690928912182,5.722777916534318e-05,1.6547972570934838e-05
369.0,0.0014950807091903635,0.00033361978354960514,0.0001247466567352604,4.672601105627661e-06
370.0,0.001432364283952951,0.00019237842344563182,8.818892159459615e-05,5.994288992758119e-05
371.0,0.0006053988701622891,9.096257323747278e-05,8.065219593796232e-05,2.9236285500576274e-05
372.0,0.0022609689950927026,0.0005316512871687055,3.0386971694840154e-05,2.9745717802551942e-05
373.0,0.0016316534619340592,0.00030341226682959973,4.2517370506038095e-05,1.733535031819396e-05
374.0,0.0021351007515074175,0.000352234894312512,4.0765917314945066e-05,2.3318687326264232e-05
375.0,0.0010728769885727026,0.00015453633576089173,5.01341191854402e-05,1.710460509885619e-05
376.0,0.0012489996846832567,0.00015871306696590287,0.0001912626147483304,7.955955198606467e-05
377.0,0.0008377650632278576,1.8697082649776553e-05,6.068742770537816e-05,2.7498244106542543e-05
378.0,0.0006777628119427478,2.425156185317494e-05,5.705341626551014e-05,2.250673560390764e-05
379.0,0.0006878539659946385,0.00011234539219996384,5.815067569942208e-05,4.4412349096547217e-05
380.0,0.0006776378407364066,0.00013832178900227056,8.823217943674722e-05,6.837742587337106e-05
381.0,0.0002892790245710135,6.826933931355141e-05,5.201667743421519e-05,2.2732373025881802e-05
382.0,0.0005392056791584945,0.00010143009997850724,6.340503527270115e-05,5.674831463998373e-05
383.0,0.0002683799766835423,8.504065458273591e-05,6.699578887041809e-05,5.060678567899464e-05
384.0,0.00017911449251534946,4.887284448234649e-05,6.90527100190261e-05,3.868884843716181e-05
385.0,0.0002973736758967985,0.0001098486915617986,5.8325038599255114e-05,3.171694094831701e-05
386.0,0.00035085931788698813,0.00015165159394478551,5.657358540816209e-05,3.2729822175493395e-05
387.0,0.000289691879579673,7.516729592640397e-05,8.363201362064923e-05,9.084521795430279e-06
388.0,0.00028058218925162764,6.921783749555707e-05,7.032433235277109e-05,6.238815012508631e-05
389.0,0.00045260665402720006,0.00013749352921512952,9.164857013463112e-05,6.962279490470134e-05
390.0,0.0005861605722167745,0.00014182304393942592,7.759235523250712e-05,5.4706622865686025e-05
391.0,0.00034573501037313167,0.00013133311410674843,6.038195974786315e-05,1.569526955810243e-05
392.0,0.0002531523924322468,0.00010204192000973797,1.5633305193383987e-05,2.7077678885171453e-05
393.0,0.00014037642921096598,5.1653690226614526e-05,2.6055508655639978e-05,4.512946480861909e-05
394.0,0.0001234506414521354,2.9333622583548075e-05,1.944167953308504e-05,1.0572313649439005e-05
395.0,8.309364788259492e-05,4.895827862891037e-05,2.968952009550799e-05,4.233472170416544e-05
396.0,7.04114297490202e-05,2.4554648534103904e-05,5.469102715938711e-05,3.639891449120618e-05
397.0,7.130429032316908e-05,4.062421887136725e-05,3.161533618643405e-05,3.127244400631337e-05
398.0,0.00012390919442475804,8.541779834360051e-05,4.374573499763199e-05,5.792219242215807e-05
399.0,7.831504482056809e-05,3.439187095501716e-05,3.1266610386767973e-05,5.4155357770342905e-05
400.0,8.188757262609743e-05,2.739652952375656e-05,1.4056214902124003e-05,1.58701566668337e-05
401.0,6.194853586960493e-05,2.2712067694182994e-05,5.228538021111299e-05,7.699404147396237e-05
402.0,5.731635660678597e-05,4.066824818364639e-05,3.2095167043782103e-05,7.440119668048695e-07
403.0,6.500748283122999e-05,9.91984467495935e-06,1.0422203462255991e-05,1.805178592344764e-05
