Base index,1500_1#TOP,1500_1#BOT
702,0.0,0.000521895905489396
703,0.0,0.00014233524695165346
704,0.0010162601626016261,0.00018978032926887127
705,0.0,9.489016463443564e-05
706,0.0,4.744508231721782e-05
707,0.0,9.489016463443564e-05
708,0.0,4.744508231721782e-05
709,0.0010162601626016261,4.744508231721782e-05
710,0.0,0.00037956065853774254
711,0.0,9.489016463443564e-05
712,0.0,0.0
713,0.0,0.00018978032926887127
714,0.0,0.0002846704939033069
715,0.0,0.00018978032926887127
716,0.0,0.00018978032926887127
717,0.0010162601626016261,0.00014233524695165346
718,0.0,0.0002372254115860891
719,0.0,0.00014233524695165346
720,0.0,9.489016463443564e-05
721,0.0010162601626016261,9.489016463443564e-05
722,0.0010162601626016261,0.0002846704939033069
723,0.0020325203252032522,0.00014233524695165346
724,0.0010162601626016261,0.0002372254115860891
725,0.003048780487804878,0.0
726,0.0,0.00014233524695165346
727,0.0,0.00018978032926887127
728,0.0010162601626016261,0.0004270057408549604
729,0.0,0.0002372254115860891
730,0.0020325203252032522,4.744508231721782e-05
731,0.0020325203252032522,0.0002846704939033069
732,0.006097560975609756,0.0002372254115860891
733,0.012195121951219513,0.00037956065853774254
734,0.013211382113821139,0.00014233524695165346
735,0.02032520325203252,0.00018978032926887127
736,0.011178861788617886,0.00037956065853774254
737,0.014227642276422764,0.0002846704939033069
738,0.014227642276422764,0.00018978032926887127
739,0.018292682926829267,0.0002846704939033069
740,0.029471544715447155,0.00033211557622052476
741,0.04573170731707317,0.00018978032926887127
742,0.04369918699186992,0.0006167860701238317
743,0.05589430894308943,0.0002846704939033069
744,0.03861788617886179,0.0002372254115860891
745,0.017276422764227643,0.0002372254115860891
746,0.04065040650406504,0.00033211557622052476
747,0.016260162601626018,0.0004270057408549604
748,0.042682926829268296,0.00018978032926887127
749,0.022357723577235773,0.0027518147743986338
750,0.032520325203252036,0.984532903164587
751,0.036585365853658534,0.00037956065853774254
752,0.03353658536585366,0.00014233524695165346
753,0.03556910569105691,0.00018978032926887127
754,0.03861788617886179,0.00014233524695165346
755,0.024390243902439025,9.489016463443564e-05
756,0.06402439024390244,4.744508231721782e-05
757,0.034552845528455285,0.0004744508231721782
758,0.044715447154471545,4.744508231721782e-05
759,0.05386178861788618,4.744508231721782e-05
760,0.034552845528455285,9.489016463443564e-05
761,0.008130081300813009,0.00014233524695165346
762,0.01016260162601626,4.744508231721782e-05
763,0.01524390243902439,4.744508231721782e-05
764,0.018292682926829267,4.744508231721782e-05
765,0.009146341463414634,4.744508231721782e-05
766,0.003048780487804878,0.0
767,0.00508130081300813,4.744508231721782e-05
768,0.0020325203252032522,0.0
769,0.0020325203252032522,0.0
770,0.0020325203252032522,0.0
771,0.0,4.744508231721782e-05
772,0.0010162601626016261,4.744508231721782e-05
773,0.0010162601626016261,4.744508231721782e-05
774,0.0,0.0
775,0.0010162601626016261,4.744508231721782e-05
776,0.0020325203252032522,4.744508231721782e-05
777,0.0,0.0
778,0.0,4.744508231721782e-05
779,0.0,0.0
780,0.0,0.0
781,0.0,0.0
782,0.0,4.744508231721782e-05
783,0.0,0.0
784,0.0,0.0
785,0.0,0.0
786,0.0,0.0
787,0.0010162601626016261,0.0
788,0.0020325203252032522,0.0
789,0.0,0.0
790,0.0010162601626016261,0.0
791,0.0010162601626016261,0.0
792,0.0,4.744508231721782e-05
793,0.0,0.0
794,0.0010162601626016261,0.0
795,0.0,0.0
796,0.0,4.744508231721782e-05
797,0.0,0.0
798,0.0,0.0
799,0.0010162601626016261,4.744508231721782e-05
800,0.0,0.0
801,0.0010162601626016261,4.744508231721782e-05
