Base index shifted,GC_2#TOP,GC_2#BOT
-50.0,5.651793031339192e-05,9.006690684508492e-05
-49.0,2.825896515669596e-05,9.006690684508492e-05
-48.0,2.825896515669596e-05,9.006690684508492e-05
-47.0,2.825896515669596e-05,7.720020586721564e-05
-46.0,7.06474128917399e-05,0.00012866700977869275
-45.0,8.477689547008788e-05,7.720020586721564e-05
-44.0,8.477689547008788e-05,7.720020586721564e-05
-43.0,0.00011303586062678385,0.00011580030880082346
-42.0,0.00015542430836182778,3.860010293360782e-05
-41.0,0.00011303586062678385,5.14668039114771e-05
-40.0,0.0001412948257834798,1.2866700977869275e-05
-39.0,0.0001412948257834798,5.14668039114771e-05
-38.0,8.477689547008788e-05,0.00011580030880082346
-37.0,0.00016955379094017576,5.14668039114771e-05
-36.0,0.0001412948257834798,0.00016726711271230056
-35.0,0.00016955379094017576,3.860010293360782e-05
-34.0,0.00048040240766383135,3.860010293360782e-05
-33.0,0.0002967191341453076,6.433350488934638e-05
-32.0,0.00024020120383191567,5.14668039114771e-05
-31.0,0.00031084861672365556,6.433350488934638e-05
-30.0,0.0006640856811823551,0.00016726711271230056
-29.0,0.000720603611495747,6.433350488934638e-05
-28.0,0.0009608048153276627,7.720020586721564e-05
-27.0,0.0012716534320513183,0.00012866700977869275
-26.0,0.0013423008449430583,0.00012866700977869275
-25.0,0.0012292649843162744,0.00016726711271230056
-24.0,0.0008901574024359228,6.433350488934638e-05
-23.0,0.001441207222991494,0.00016726711271230056
-22.0,0.0005651793031339192,0.00011580030880082346
-21.0,0.0025009184163675927,0.00012866700977869275
-20.0,0.0015683725661966258,9.006690684508492e-05
-19.0,0.0017096673919801057,0.0001029336078229542
-18.0,0.0017944442874501935,0.00012866700977869275
-17.0,0.0009608048153276627,0.00018013381369016984
-16.0,0.0034193347839602114,0.00016726711271230056
-15.0,0.0025856953118376805,0.00018013381369016984
-14.0,0.0031932630627066437,0.000141533710756562
-13.0,0.0043094921863961345,0.00019300051466803912
-12.0,0.002981320824031424,0.0002058672156459084
-11.0,0.008717890750840705,0.00021873391662377767
-10.0,0.015288100149772514,0.00024446731857951623
-9.0,0.004069290982564218,0.00016726711271230056
-8.0,0.0026704722073077683,0.00015440041173443128
-7.0,0.02120835335010032,0.0003345342254246011
-6.0,0.02653516828213751,0.0002058672156459084
-5.0,0.036298640743775965,0.00019300051466803912
-4.0,0.058496057874360644,0.00030880082346886257
-3.0,0.0612230480119818,0.0002959341224909933
-2.0,0.05363551586740894,0.0003474009264024704
-1.0,0.06413372142312149,0.0005018013381369017
0.0,0.07111368581682538,0.9750900669068451
1.0,0.05685703789527227,0.0012866700977869274
2.0,0.07649701867917597,0.0011837364899639732
3.0,0.06389352021928957,0.0011451363870303654
4.0,0.051318280724559864,0.000514668039114771
5.0,0.06020572526634075,0.0003988677303139475
6.0,0.04039619069149688,0.00019300051466803912
7.0,0.04531325062876197,0.0006690684508492022
8.0,0.03073162460790686,0.0007076685537828101
9.0,0.02140616610619719,0.0009006690684508493
10.0,0.018806341311781164,0.0006433350488934637
11.0,0.01588153841806313,0.0007720020586721565
12.0,0.012222002430271004,0.000566134843026248
13.0,0.011105773306581513,0.0004889346371590325
14.0,0.0054115918275072766,0.000514668039114771
15.0,0.0027693785853562043,0.00019300051466803912
16.0,0.002924802893718032,0.000566134843026248
17.0,0.002825896515669596,0.00046320123520329385
18.0,0.0022607172125356768,0.000283067421513124
19.0,0.0015825020487749738,9.006690684508492e-05
20.0,0.0012433944668946222,0.0003988677303139475
21.0,0.0009749342979060107,0.00030880082346886257
22.0,0.0015118546358832338,0.0003345342254246011
23.0,0.0012857829146296663,0.00042460113226968607
24.0,0.0008618984372792269,0.00024446731857951623
25.0,0.0007912510243874869,0.0005404014410705096
26.0,0.0010173227456410545,0.00019300051466803912
27.0,0.0003673665470370475,0.00030880082346886257
28.0,0.0006923446463390511,0.0002573340195573855
29.0,0.0005227908553988753,0.0002058672156459084
30.0,0.0005086613728205273,0.0002058672156459084
31.0,0.00032497809930200354,0.000141533710756562
32.0,0.0005086613728205273,0.00024446731857951623
33.0,0.0004380139599287874,0.00011580030880082346
34.0,0.000777121541809139,0.00023160061760164693
35.0,0.0004238844773504394,0.0002058672156459084
36.0,0.00040975499477209144,0.00012866700977869275
37.0,0.0005369203379772232,7.720020586721564e-05
38.0,0.0006216972334473111,5.14668039114771e-05
39.0,0.00048040240766383135,0.00015440041173443128
40.0,0.00024020120383191567,9.006690684508492e-05
41.0,0.0002684601689886116,7.720020586721564e-05
42.0,0.0002684601689886116,9.006690684508492e-05
43.0,0.00016955379094017576,6.433350488934638e-05
44.0,8.477689547008788e-05,0.00012866700977869275
45.0,0.00019781275609687173,7.720020586721564e-05
46.0,0.00015542430836182778,0.00015440041173443128
47.0,0.0005934382682906152,9.006690684508492e-05
48.0,0.00019781275609687173,0.00042460113226968607
49.0,0.00018368327351852374,0.000141533710756562
50.0,0.0004945318902421793,0.00015440041173443128
