Base index,704_2#TOP,704_2#BOT
-50,0.00014992503748125936,4.6469481168242754e-05
-49,2.4987506246876562e-05,2.3234740584121377e-05
-48,0.00017491254372813594,4.6469481168242754e-05
-47,0.000399800099950025,6.970422175236413e-05
-46,0.0001249375312343828,4.6469481168242754e-05
-45,9.995002498750625e-05,0
-44,0.00022488755622188905,2.3234740584121377e-05
-43,0.0001249375312343828,0
-42,0.0001249375312343828,0
-41,0.0001249375312343828,6.970422175236413e-05
-40,0.00022488755622188905,2.3234740584121377e-05
-39,0.0002748625687156422,2.3234740584121377e-05
-38,0.0002498750624687656,4.6469481168242754e-05
-37,0.0002998500749625187,6.970422175236413e-05
-36,0.00014992503748125936,4.6469481168242754e-05
-35,0.0001999000499750125,0
-34,0.0006496751624187906,2.3234740584121377e-05
-33,0.0002498750624687656,0
-32,0.0002748625687156422,0
-31,0.00022488755622188905,2.3234740584121377e-05
-30,0.0007246376811594203,2.3234740584121377e-05
-29,0.0002998500749625187,0.0001161737029206069
-28,0.00022488755622188905,4.6469481168242754e-05
-27,0.000399800099950025,0
-26,0.0009995002498750624,4.6469481168242754e-05
-25,0.0005497251374312844,4.6469481168242754e-05
-24,0.0006746626686656671,2.3234740584121377e-05
-23,0.0002498750624687656,0.00013940844350472827
-22,0.0001249375312343828,4.6469481168242754e-05
-21,0.0017491254372813594,2.3234740584121377e-05
-20,0.0016241879060469764,2.3234740584121377e-05
-19,0.002548725637181409,2.3234740584121377e-05
-18,0.0035232383808095954,2.3234740584121377e-05
-17,0.00552223888055972,2.3234740584121377e-05
-16,0.009370314842578711,2.3234740584121377e-05
-15,0.006421789105447277,2.3234740584121377e-05
-14,0.01031984007996002,4.6469481168242754e-05
-13,0.008470764617691154,6.970422175236413e-05
-12,0.011969015492253873,4.6469481168242754e-05
-11,0.02093953023488256,6.970422175236413e-05
-10,0.030934532733633183,6.970422175236413e-05
-9,0.0339080459770115,6.970422175236413e-05
-8,0.04325337331334333,0.00013940844350472827
-7,0.034132933533233385,0.0001161737029206069
-6,0.01809095452273863,4.6469481168242754e-05
-5,0.037481259370314844,0.00016264318408884965
-4,0.03445777111444278,0.0001161737029206069
-3,0.04530234882558721,2.3234740584121377e-05
-2,0.03873063468265867,0.0003252863681776993
-1,0.041254372813593204,0.0003252863681776993
0,0.056771614192903545,0.9812030948674458
1,0.0428535732133933,0.00522781663142731
2,0.06291854072963518,0.00025558214642533515
3,0.0584207896051974,0.0009990938451172192
4,0.03945527236381809,0.0004646948116824276
5,0.0633183408295852,0.00025558214642533515
6,0.027661169415292355,0.0002323474058412138
7,0.051499250374812594,0.0002323474058412138
8,0.041329335332333836,0.0007202769581077628
9,0.022638680659670164,0.0003485211087618207
10,0.010044977511244379,0.0002091126652570924
11,0.011344327836081958,0.00018587792467297101
12,0.015067466266866567,0.0003020516275935779
13,0.010594702648675663,0.0002091126652570924
14,0.007521239380309845,0.0004414600710983062
15,0.0025987006496751624,0.00016264318408884965
16,0.003423288355822089,0.0001161737029206069
17,0.0034982508745627187,0.0003949905899300634
18,0.0029985007496251873,0.00016264318408884965
19,0.001024487756121939,0.00025558214642533515
20,0.0009245377311344327,0.0001161737029206069
21,0.0017241379310344827,0.0003485211087618207
22,0.0006746626686656671,0.0001161737029206069
23,0.0015242378810594703,0.0001161737029206069
24,0.0010744627686156921,0.0002091126652570924
25,0.0007496251874062968,0.0002323474058412138
26,0.0004997501249375312,0.00016264318408884965
27,0.0005997001499250374,0.00018587792467297101
28,0.0003248375812093953,0.00013940844350472827
29,0.0009245377311344327,0.00025558214642533515
30,0.0005247376311844077,0.00027881688700945653
31,0.0004497751124437781,0.00013940844350472827
32,0.0004497751124437781,0.0003252863681776993
33,0.0004747626186906547,0.0001161737029206069
34,0.0004747626186906547,0.00016264318408884965
35,0.0003748125937031484,0.0002091126652570924
36,0.0011244377811094452,0.0001161737029206069
37,0.0006496751624187906,0.0001161737029206069
38,0.0003248375812093953,9.293896233648551e-05
39,0.0004247876061969015,4.6469481168242754e-05
40,0.0003248375812093953,0.00013940844350472827
41,0.00022488755622188905,9.293896233648551e-05
42,0.0001999000499750125,4.6469481168242754e-05
43,7.496251874062968e-05,0.00018587792467297101
44,0.0001249375312343828,4.6469481168242754e-05
45,0.00014992503748125936,4.6469481168242754e-05
46,0.00017491254372813594,0.0001161737029206069
47,0.00014992503748125936,6.970422175236413e-05
48,0.00022488755622188905,0.00013940844350472827
49,0.0001999000499750125,0.0002323474058412138
50,0.0002498750624687656,0.00016264318408884965
